csv_row_number,reaction_key,physical_dataset_id,source_row_index,label_decision_id,campaign_id
374,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3c1116d5997d4f41ba3dc994107ec105,ord_dataset-7d8f5fd922d4497d91cb81489b052746,891,6c20769fccb0763d4d9b7bf3fec9b5e671f631a16dd6db3b3214585ed8a8ddea,science_hte_campaign_d8d10c924377
375,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3c3f9af071f448449164d5e2faee6208,ord_dataset-7d8f5fd922d4497d91cb81489b052746,247,3315cd685d509fd19c02f3b5441caa96b43a2456397d184add8e5fa929a2da34,science_hte_campaign_f324e61c5fa2
376,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3c4c724faff44251b62e53374b9fde0a,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1169,aa75ea16e822bde1ae4b07ffb130586716b7710a2801e453e41398415b3df633,science_hte_campaign_6bf2df144d3d
377,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3c54a314067446249bcf2e8ae1fd0d4d,ord_dataset-7d8f5fd922d4497d91cb81489b052746,394,a959a5206d650856d1853a5fab520d1006825a40093fe888ef92c36985494e00,science_hte_campaign_aeefa100ca4f
378,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3c82338fb4b04c949e70805e07d68ef0,ord_dataset-7d8f5fd922d4497d91cb81489b052746,462,babfc42f3e03280c681c304f41b75fb2c92611dd3e42c27223e85c05f9579122,science_hte_campaign_aeefa100ca4f
379,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3c89ea8fc28c4e3584036845c6fa0be5,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1221,78dfa004282081cff17961cfb7d44b6e68357b19caa41e11a108b4043b29bdfb,science_hte_campaign_6bf2df144d3d
380,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3ca08d2c2c814a398fd412681ea58fdf,ord_dataset-7d8f5fd922d4497d91cb81489b052746,164,7864be666de12ba33341bb2d6d12c783d8df59800984f7a848c1fe269149414d,science_hte_campaign_c99fb883b4d8
381,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3d00e1d7e77442b2a8870b987450a2d2,ord_dataset-7d8f5fd922d4497d91cb81489b052746,326,9fec5faffe57b741ec65df4116c5af9323d888605e2acc2726ccffd09f4192b9,science_hte_campaign_8510665e92be
382,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3d4d5830fd8b41eda6a90e2150d711fe,ord_dataset-7d8f5fd922d4497d91cb81489b052746,153,7ed07d7e63ff86300d06a2ad2e06d16ed99d45400717d3fb37c379b0b89a4a8b,science_hte_campaign_c99fb883b4d8
383,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3d7019cc956d48c69fd65ce9356c9d05,ord_dataset-7d8f5fd922d4497d91cb81489b052746,997,7be12c81c2310bf0b896965a1921358bc7c983deacc950db3087def2add9cc7c,science_hte_campaign_a04d9653a525
384,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3dc2009e6b384b47a70d7468ba0c6862,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1096,045cb3ef975df9dcab40f2ee67beae63cd2b53a94d0a46048343a4d161181245,science_hte_campaign_2a3be0de5f5e
385,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3e1b4f84bf254558b73fed10b17891af,ord_dataset-7d8f5fd922d4497d91cb81489b052746,638,639a5525ca1c7623f2a07083ff9c3339af9cf5f5d6a54787277a91b8b066c8d2,science_hte_campaign_3f02a74dbb14
386,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3e2148fbaa304a7489f845546d200dde,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1313,fc83b748e5cdb5640b6f2cdeaf3530a6c000a9206942f2ff2bdf6de8034ca0e1,science_hte_campaign_62bdfe294f99
387,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3e5287c5fb2c4a17bc39d713896f0869,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1274,8fcde62b5ddb6b9893f2eaae3c8a99076e8ee756abe32c2f2c3bfead8dcf4ef3,science_hte_campaign_62bdfe294f99
388,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3e589a6bb9254064991c8c5bd125bb93,ord_dataset-7d8f5fd922d4497d91cb81489b052746,928,dea5e26f99ca7fd0f3334147559a2ab11d374088239a32ec39160018bdd07184,science_hte_campaign_d8d10c924377
389,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3e7ae400bfd44277967357a4c94c3d2c,ord_dataset-7d8f5fd922d4497d91cb81489b052746,677,1ac476a2d677693f452a08732c0606b5305488a0d4279155ddfaff19bd2f66ec,science_hte_campaign_5dd9abf370cb
390,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3e84a1bb57244bb98c471da6b563cc7c,ord_dataset-7d8f5fd922d4497d91cb81489b052746,526,5e425081bd7eef16dc3382f7f5e6558771f6afcca9efe805ff1de518fcaecffa,science_hte_campaign_283f403f90e1
391,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3ed7c770a8a9464ca632aa5cfabfe295,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1021,c81e74842a3724eb600203aa3124564dfdd5977ae61cda77928db4ea4003fbe3,science_hte_campaign_a04d9653a525
392,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3f1d46b08c4244c0afcceca1bf549258,ord_dataset-7d8f5fd922d4497d91cb81489b052746,271,c5b00bb65c48188c595a93275cbf6a34da2052ebbc99d8ee25a19a3febfca261,science_hte_campaign_f324e61c5fa2
393,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3f2e3f7da1ad41a3acd61f0f1bb173a9,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1417,919a29000c9d3730547a4e37146b7adbfc72cd7ed8aaed0f7806db9b4d69ef77,science_hte_campaign_4dcfd4b46ebc
394,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3f4f843146154d0b89598b20efe92554,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1487,6bc346979830b09899401837f9572b8bd2feeb015ab4a5710926866a668e5555,science_hte_campaign_ca267bf88824
395,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3f63567baecc4792ba4fc28972378107,ord_dataset-7d8f5fd922d4497d91cb81489b052746,400,b1022e9fe6fd45d07e1289bc5803fac9190c5a1c6dc4f33e8c0ec33985878599,science_hte_campaign_aeefa100ca4f
396,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3fa2bee8f7344c7ca6f49b711cd57842,ord_dataset-7d8f5fd922d4497d91cb81489b052746,547,6a723fd46925b41e3ebf13e00f2c9bd1e96bd0c6c9f3277e08713ddaeb843b9c,science_hte_campaign_283f403f90e1
397,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-3fb303afbb64474cabfc549aed27a203,ord_dataset-7d8f5fd922d4497d91cb81489b052746,905,b67c5ee19703d04e18d7298928bf0136dd6abf961eecd439947dba69d30eebf5,science_hte_campaign_d8d10c924377
398,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-40595a23646446ab97c972a1259ceb7c,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1038,9e4e2d7bac9b7926b6cf378d4b0c0984b38f5b36acce00d6651ff6cea956237a,science_hte_campaign_a04d9653a525
399,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4078679f15d847d2a16c35c9428abfa8,ord_dataset-7d8f5fd922d4497d91cb81489b052746,287,999e58856edcdc01a3b02db48b1108dd16b91e556a223aaf7f5b25293c223627,science_hte_campaign_f324e61c5fa2
400,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-407eab5e9a3542e68c7867618c1ed2bd,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1250,5fb8508dca5fcfd5c594145ed308f7874546ed5c4af2b890e8ae64bce9e084ab,science_hte_campaign_62bdfe294f99
401,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-40d036687acc43ae8abd01ced17e3835,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1147,3e46f48e4a2b4da74da7e893262ec22c40318482c4cd9f6bb69306ca54a9a5f6,science_hte_campaign_2a3be0de5f5e
402,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-40f43f81ec3d4f279ca93bd4ac86e789,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1099,f5b77ab126cc94f425b0e33b3986ad64d52dbf09651688a66a498971dce35c9a,science_hte_campaign_2a3be0de5f5e
403,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-41040cef693145a0aeab17c4f325b8b5,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1270,18c62dd3328da86379db1c9bd75b9c08f215bfb68cded1c60cb731742b834250,science_hte_campaign_62bdfe294f99
404,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4140f7dd86334b639326dbc9c66a9f87,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1144,9be94837bc9efa727ac2e4beec446ff577fdcab34f2eda79a645b590f74a74c3,science_hte_campaign_2a3be0de5f5e
405,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-414a36780e424ed793231b4b365ad60b,ord_dataset-7d8f5fd922d4497d91cb81489b052746,654,7df39301a8da35ae2bd08c69dc84f8d298e8fa77c06f72e58b7ce8e9e41cf0a2,science_hte_campaign_3f02a74dbb14
406,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-416a736f24e240519bde45618477d0dc,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1403,f7fb3c021aa11c56ebc24c8aa096be47159a45ab79d7d69d6db1c168761bb56e,science_hte_campaign_4dcfd4b46ebc
407,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-41bb00bd43134ed0b9571257a9372fca,ord_dataset-7d8f5fd922d4497d91cb81489b052746,601,98c17ef8d03d340f3d5a0b3319ffecefc66aa1128a3e6dbf4c1199fb12dd2e2d,science_hte_campaign_3f02a74dbb14
408,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-41d7f7ca52ed4c20b3412cd0e91a9292,ord_dataset-7d8f5fd922d4497d91cb81489b052746,855,c6f10d13c64415c64941db2adb9b6072aed74e3222e2981a8cae3b0d158b2f9a,science_hte_campaign_97b28884900c
409,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-41e5938e3b27487f95071cd11c7a2838,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1056,417f84cc5bf4f0a932a25f700de08fd77a54a8a934b423d50fef777db13a3416,science_hte_campaign_2a3be0de5f5e
410,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-427ba9ae6e7e4545b380b07029243176,ord_dataset-7d8f5fd922d4497d91cb81489b052746,30,7e0d22eb63eaa485aad446b0950a868dacfb8ddf87dd9fa9d8f5554803aeca56,science_hte_campaign_ac8fc337e171
411,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-428e426ecac7484c972f5580df023c3d,ord_dataset-7d8f5fd922d4497d91cb81489b052746,834,4dc6eba279ce8004811c105cb20913d20cea07558ea2b2d97ea8c066236b6d8f,science_hte_campaign_97b28884900c
412,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-42a1ba835f0242fa8582feb11d150d08,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1299,9afc9f46934e289c922470241ecda949eea2d9be099d6b8503a85b97cc1c34b4,science_hte_campaign_62bdfe294f99
413,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-42e158976b9a4cb084ca86c5940338fc,ord_dataset-7d8f5fd922d4497d91cb81489b052746,221,5e8670a54ebfaac90a6f6f3f692785ba9d89e3cb81086daf4cec8530ca51fd1b,science_hte_campaign_f324e61c5fa2
414,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-430ad19c3c004f79af44bb85924f9c89,ord_dataset-7d8f5fd922d4497d91cb81489b052746,98,8074fa061b145f0c7a08d49239c50839f0ebbb6dfe2aed2e7cc525c970781dd5,science_hte_campaign_c99fb883b4d8
415,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-431b3e7fd29743eaadc94072cf6645e0,ord_dataset-7d8f5fd922d4497d91cb81489b052746,329,27f66641cf6454df1e586a2fe3b0775b16d71a9b02de69ab93adccacf0c56563,science_hte_campaign_8510665e92be
416,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4321c412fbb7404087320b9d62cd7a03,ord_dataset-7d8f5fd922d4497d91cb81489b052746,492,bbc9b7917af452487b424a5703b33ffc25395fa637c824fa8a04f733cf9df131,science_hte_campaign_283f403f90e1
417,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-43311658b88a4ec0acaa319ac32774ea,ord_dataset-7d8f5fd922d4497d91cb81489b052746,570,3755cde644d68ad317da329af61feee83fcc952cef6838040d670323266cb140,science_hte_campaign_283f403f90e1
418,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4334332c8537416fafa5c345ee3eadbd,ord_dataset-7d8f5fd922d4497d91cb81489b052746,624,89dbefed829e61e0bf658346fd18e6810bd6ae7181c5085e88622362c896dbed,science_hte_campaign_3f02a74dbb14
419,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4337c808abf149c7a380c293aafbbee3,ord_dataset-7d8f5fd922d4497d91cb81489b052746,272,c586990e5dd6a3258640334174626b8ee2ce72ec963c628e47c7dc21397e0b39,science_hte_campaign_f324e61c5fa2
420,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4359d3e96a974e01ad83f9b1c1a9a2d6,ord_dataset-7d8f5fd922d4497d91cb81489b052746,444,32c5a9817b714e4ea002e8644a99e4d8141a265c64c5aed695488af8c36d46b5,science_hte_campaign_aeefa100ca4f
421,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-437d0725f4dc44198fb5c740a588ee50,ord_dataset-7d8f5fd922d4497d91cb81489b052746,32,54093b14b4b92b7912f94408b2d8e31c39277d7393930a8d53f5fcd67d034ce3,science_hte_campaign_ac8fc337e171
422,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-43a60d0e8e3142f6a88e15b2b042fb7d,ord_dataset-7d8f5fd922d4497d91cb81489b052746,333,1906d5b29633b79facb58c1374a084f5798520c4044a0b686aec972e397c96e0,science_hte_campaign_8510665e92be
423,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-43b070fc8d284d7ab65f095d30949a8b,ord_dataset-7d8f5fd922d4497d91cb81489b052746,794,be66806e45688efe5320d9e44c58afb567d8065437f3e650390d41c92f3e97af,science_hte_campaign_97b28884900c
424,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-43b2ac573e2343d9a2a3978a4c09bc0f,ord_dataset-7d8f5fd922d4497d91cb81489b052746,195,2c895c93eb57f91c1f26129997723229db2aa1883bdaaaf102ee8ae6a1fb87f7,science_hte_campaign_f324e61c5fa2
425,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-43d97f258d6a4b17a3204ee383ff321f,ord_dataset-7d8f5fd922d4497d91cb81489b052746,531,50f90218acc83aceb809885e8f84dae7e93eabe201f2a33e85d44c4ff67e120c,science_hte_campaign_283f403f90e1
426,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-43dac0bf9db647c7a0c621427a58972b,ord_dataset-7d8f5fd922d4497d91cb81489b052746,376,95bd91f202f2d9efcb93adedf10f6eed00546e349be1a2f865056638d1037ab2,science_hte_campaign_8510665e92be
427,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4405ae3286ae4e47a0e4bb9ae7630c7e,ord_dataset-7d8f5fd922d4497d91cb81489b052746,161,896c1f0a61b3db6ae8625fe83371d36523d04d255b610664625a7812f3fe336d,science_hte_campaign_c99fb883b4d8
428,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-441cc96293ae4ebc98701413f65076e6,ord_dataset-7d8f5fd922d4497d91cb81489b052746,764,a0ab497a546e3073e0bdd6ae5f8073d865c7a515576abe94ca6bf3ea3bc97ff3,science_hte_campaign_5dd9abf370cb
429,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-444baafb1c45491da138659ed5adca33,ord_dataset-7d8f5fd922d4497d91cb81489b052746,276,1c9954dcd671ba1fd8f39bbb9edc3277fa82a86118695b27a8e6d1e8d0ec41de,science_hte_campaign_f324e61c5fa2
430,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4473c6463f1f4d8bad0fe0f5099e6f8e,ord_dataset-7d8f5fd922d4497d91cb81489b052746,746,b9c7e81cb42c46ce09ca6313e0347cc56d0d07ae3ba68925f1457e320d928e53,science_hte_campaign_5dd9abf370cb
431,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-449c730d60f749b887589e2188ae9de7,ord_dataset-7d8f5fd922d4497d91cb81489b052746,856,2bf7dcced0b109bab5cec01fa6faf1936f9b025990fbb8e0b1020bd2e8f090d5,science_hte_campaign_97b28884900c
432,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-44c4e753da36458da9002f985c46a014,ord_dataset-7d8f5fd922d4497d91cb81489b052746,443,e63f4bbd40b7cb7d3e371c46c65075650eb2c72381bdce578c4b58921dc1a8a9,science_hte_campaign_aeefa100ca4f
433,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-44dc5bb0153748939af01884c228cc77,ord_dataset-7d8f5fd922d4497d91cb81489b052746,485,72759e5f83c9776ea8cfdf3139a4c701ab172041831424cfb7ef6e20fda6a3fd,science_hte_campaign_283f403f90e1
434,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-44efe971518d4ccb9671cf0fc8194765,ord_dataset-7d8f5fd922d4497d91cb81489b052746,688,7b720d5ae3e6984ac7fb16550e8f3ca142cf4b7b8f67ef2e5fe84ce36c3001b8,science_hte_campaign_5dd9abf370cb
435,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-44ff5a9cd862426aaf22d607e52643dc,ord_dataset-7d8f5fd922d4497d91cb81489b052746,639,976a07339eba4a8a299445c84ba8e2152d7c7a3ac856bd1d485b105122e0822a,science_hte_campaign_3f02a74dbb14
436,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-451c28406e9b490080268a955cd7710f,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1185,797f530dfe4e261f913fbfbe9f4d24a25daa9ae31ed30a0e7c1a27440f2fe154,science_hte_campaign_6bf2df144d3d
437,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-451d18b037a54db8804de22594140d44,ord_dataset-7d8f5fd922d4497d91cb81489b052746,597,a6a2763faf9490beeaf3e32ac06e188801599b1107b5e00971b5deb27ddd8757,science_hte_campaign_3f02a74dbb14
438,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-452ef2f50bce46d8b4d1cc03ae9b8eae,ord_dataset-7d8f5fd922d4497d91cb81489b052746,33,75e37e7d490bae9406176198293f838c2b8aa4c722a79c2d1678f4a6063b8790,science_hte_campaign_ac8fc337e171
439,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-45319aa9cebf44f68164c34a4570de56,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1140,ede3c77b410df4ce2b6ee8cd4e4eaf3b7e2a1b9ad17fd333b66b875c8b80dc0d,science_hte_campaign_2a3be0de5f5e
440,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-455cbe27049d4b72b9a0535de16078eb,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1356,02ece6ab41221a0940075bc7cb2cce0d89c77f36ed5613f5dabbb84b004dc6fc,science_hte_campaign_4dcfd4b46ebc
441,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4588b372f9e645b09f5ae625daf29157,ord_dataset-7d8f5fd922d4497d91cb81489b052746,809,af458fada518e9099631a12be3f037fcd929ae753e7274a03abb3babb1d09322,science_hte_campaign_97b28884900c
442,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-46289b19c197444fb3468f3110052bf1,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1396,9904325a93da5b0c6e6ce212ed14464705f8478b14660f0ba2505bca8ba4c85a,science_hte_campaign_4dcfd4b46ebc
443,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4639f75393854f12ad4c7b308e9d3eff,ord_dataset-7d8f5fd922d4497d91cb81489b052746,297,5f53243ac218835bd4566c6aaceb43a78c8bc5c2587ac48f1c742520d0b3cc16,science_hte_campaign_8510665e92be
444,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-464846927d1d4f79be94c29372a0c8b0,ord_dataset-7d8f5fd922d4497d91cb81489b052746,681,e5e078919bc2a40c6e02338af3f1e974ed5b7dce225e689949324cea88660897,science_hte_campaign_5dd9abf370cb
445,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-464b765a448e4138877fb9200737a248,ord_dataset-7d8f5fd922d4497d91cb81489b052746,225,11a2d12091cfebe1d71ac320c93fcdfc9ff0977e4f40a44a002920a6a2e1e7bf,science_hte_campaign_f324e61c5fa2
446,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-46634eedf65349368db3098a421ba908,ord_dataset-7d8f5fd922d4497d91cb81489b052746,803,d6af4f289ba3af5e62eb7136c3f19c9fd1a8e9238f57d553d01bf5456a3e8aaa,science_hte_campaign_97b28884900c
447,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4697a72a0eea4a74aa6f38b8cbe41fba,ord_dataset-7d8f5fd922d4497d91cb81489b052746,493,9a59e7e910911afbbb615343cf48e6f1519e4766d08ad103906a09344e696961,science_hte_campaign_283f403f90e1
448,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-46ae5ad8b3434222a9d976f898584dcb,ord_dataset-7d8f5fd922d4497d91cb81489b052746,132,039d31c5ac90da9d61a1c44e38e28e0d9570f27ec8ac642ca8af8b7e6732642b,science_hte_campaign_c99fb883b4d8
449,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-46bbe636485c422fafd2cf0c83402651,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1201,d547e1dd2cadac2ce14703975d913597f7598f705b52bf2a7baf422f79b4d03b,science_hte_campaign_6bf2df144d3d
450,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-46bd73ba706a4f698b798ee17ef4bc61,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1057,2d1a3dd4b0300ad5baa657052bafee6fce5e535f2d899f1752acddef5033b954,science_hte_campaign_2a3be0de5f5e
451,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-46ea401a7b054049bb90913072b65b55,ord_dataset-7d8f5fd922d4497d91cb81489b052746,315,bb4f4345e9524ef13297e319ac880f38e83743c4743760f7dff20073bb696cfa,science_hte_campaign_8510665e92be
452,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-47196bead9ec449da93a1ad9f681fdab,ord_dataset-7d8f5fd922d4497d91cb81489b052746,425,a4c5c17f24b8e0d140fa392cf1dc0b3cae309507a64b7251da362145ebfe50e9,science_hte_campaign_aeefa100ca4f
453,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-474acf53273945868e7e7ff017bf80a4,ord_dataset-7d8f5fd922d4497d91cb81489b052746,61,53c719fdf1235304b2c6da58cb7e27c5ffd696bafce146a86ea304e114c8d101,science_hte_campaign_ac8fc337e171
454,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4756ae3212ea45c79c3ff2bda6e5902a,ord_dataset-7d8f5fd922d4497d91cb81489b052746,849,856ee346f4ac6e7f32404e0bc3e035ecc51a91681f9744bedade2e8a7b1023d3,science_hte_campaign_97b28884900c
455,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-477e12cd91254792a77bfa037ce4ebba,ord_dataset-7d8f5fd922d4497d91cb81489b052746,790,31aba8ac050fd7ba449de2ac02326e7b063e1dcd7a0f987048ac5956e6f8cefa,science_hte_campaign_97b28884900c
456,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-47a64ba31b8840e8a6d542e81f543f88,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1180,e2363e096fd3678c9df710a1ddfcb622ac92633f19919b8fd6de2c9361d1f5f8,science_hte_campaign_6bf2df144d3d
457,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-47d23dbf38ee40629a2e1dbdfc846f24,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1121,3fdd5ade47def22d31757201698ea3365f93a2b40edce897c82f740c22366394,science_hte_campaign_2a3be0de5f5e
458,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4807e764f7a84d319f132a36fc7ac39c,ord_dataset-7d8f5fd922d4497d91cb81489b052746,536,d88cd917c2ea9ccad9d68d4d3827c08f6849b73fc7f0bd1a60429cba387b5858,science_hte_campaign_283f403f90e1
459,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-485d0b453a2b43dbb89329960701005c,ord_dataset-7d8f5fd922d4497d91cb81489b052746,792,c9740a2e581b0e37c54e82300425d22d469bd6d118c7d3240329f1e6f129d6ec,science_hte_campaign_97b28884900c
460,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-487bbe1c27174171be3f7d5eae7253ce,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1494,04795862e61f90a2aac884989b2bda76061668cc5d2fd42d3be47653bc558862,science_hte_campaign_ca267bf88824
461,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-497f5441afda46b084a1a1e822daf94f,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1285,fcfe328aa3f084875d896511d8ae9ef98336f8cb7807ae90fe46762494454a07,science_hte_campaign_62bdfe294f99
462,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4985d0347b8b4bf79eb3bc0b29d7f6e4,ord_dataset-7d8f5fd922d4497d91cb81489b052746,966,8d8f8adafa6aa362ef7060d602f1bf218955224a85f252a9934aee77cc3bacb0,science_hte_campaign_a04d9653a525
463,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-499e7f6707904db9b7f2823f8d371c0c,ord_dataset-7d8f5fd922d4497d91cb81489b052746,904,10e197bad6d38820cfcfbae9d0a8e9ff0c0a0bcb395131151743398ce007f114,science_hte_campaign_d8d10c924377
464,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-49a7452c274b471f9e8a4bf1e2f6b05b,ord_dataset-7d8f5fd922d4497d91cb81489b052746,290,a45f326629c0619d4284d663e3147f1ab1b20a82d1cc4b0f4d223131b1b9f664,science_hte_campaign_8510665e92be
465,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-49a778285e8540beb4090d7f6a53795a,ord_dataset-7d8f5fd922d4497d91cb81489b052746,91,2bf907baedd997055259235276f20df8f5de6b2c8ab76258b9a12131da75a7d1,science_hte_campaign_ac8fc337e171
466,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-49dc39e93f46456094908c5f1bb658c6,ord_dataset-7d8f5fd922d4497d91cb81489b052746,57,9b9c8bba41d41a936fd52cd513b9e1b69e3227309c4784222101a1318fa69aef,science_hte_campaign_ac8fc337e171
467,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4a6bbb8272594e80b49d112e66da1e19,ord_dataset-7d8f5fd922d4497d91cb81489b052746,996,8ac629965a93f0f3780eedb6e383ff7e29a39ffe5ac4ea9a764435d4ff673035,science_hte_campaign_a04d9653a525
468,ord_dataset-7d8f5fd922d4497d91cb81489b052746:ord-4a7fdc7fe2514f6e87f76721c7e3cdad,ord_dataset-7d8f5fd922d4497d91cb81489b052746,1408,20f51227e97afb8fe0fc3f387d53ccd0ec4bf0b140aa24bf8de878bd112c3273,science_hte_campaign_4dcfd4b46ebc
