artifact_id,target_slug,target_id,role,artifact_path,size_bytes,sha256,artifact_class,disposition,license_id,redistribution_status,origin,source_artifact_ids_json
release-artifact-target-ahneman-c-n-cross-coupling-yield-percent-audit,ahneman-c-n-cross-coupling-yield-percent,ahneman_yield_percent,audit,datasets/model-ready/ahneman-c-n-cross-coupling-yield-percent/audit.jsonl,3922370,51a45a5858b8b5ea0f068388fd2d7af3ace39f76f685e0f10054e368dfb87215,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-ahneman-c-n-cross-coupling-yield-percent""]"
release-artifact-target-ahneman-c-n-cross-coupling-yield-percent-checksums,ahneman-c-n-cross-coupling-yield-percent,ahneman_yield_percent,checksums,datasets/model-ready/ahneman-c-n-cross-coupling-yield-percent/checksums.csv,810,de8629db08b050631733543f3759b5ca3f652eef8bacf64af7ccf91869a10fe8,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-ahneman-c-n-cross-coupling-yield-percent""]"
release-artifact-target-ahneman-c-n-cross-coupling-yield-percent-dataset,ahneman-c-n-cross-coupling-yield-percent,ahneman_yield_percent,dataset,datasets/model-ready/ahneman-c-n-cross-coupling-yield-percent/dataset.csv,1271230,6a912585bb987ab698e2502585e1927403c372e10d8e3bcf8ce26f93c4021acf,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-ahneman-c-n-cross-coupling-yield-percent""]"
release-artifact-target-ahneman-c-n-cross-coupling-yield-percent-exclusions,ahneman-c-n-cross-coupling-yield-percent,ahneman_yield_percent,exclusions,datasets/model-ready/ahneman-c-n-cross-coupling-yield-percent/exclusions.csv,85,4db87054e05506fd5de5d774c6c8838094902ffa774d224d92780299eeee63a7,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-ahneman-c-n-cross-coupling-yield-percent""]"
release-artifact-target-ahneman-c-n-cross-coupling-yield-percent-metadata,ahneman-c-n-cross-coupling-yield-percent,ahneman_yield_percent,metadata,datasets/model-ready/ahneman-c-n-cross-coupling-yield-percent/metadata.json,3019,abdbf9a2550426144cdb3841721e9e6682e08ba1b40ffc0e798232420f72d794,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-ahneman-c-n-cross-coupling-yield-percent""]"
release-artifact-target-ahneman-c-n-cross-coupling-yield-percent-row-map,ahneman-c-n-cross-coupling-yield-percent,ahneman_yield_percent,row-map,datasets/model-ready/ahneman-c-n-cross-coupling-yield-percent/row-map.csv,868893,a1cecd6b5d68702d2153c35c0d6c184f8a72f7b73b486bbc48cc1b07c15e9504,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-ahneman-c-n-cross-coupling-yield-percent""]"
release-artifact-target-ahneman-c-n-cross-coupling-yield-percent-schema,ahneman-c-n-cross-coupling-yield-percent,ahneman_yield_percent,schema,datasets/model-ready/ahneman-c-n-cross-coupling-yield-percent/schema.json,1722,480b2573e565f5fc493a7d4dfb2bbd72e774309a39703f04cafaabf40cd6c943,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-ahneman-c-n-cross-coupling-yield-percent""]"
release-artifact-target-ahneman-c-n-cross-coupling-yield-percent-source-links,ahneman-c-n-cross-coupling-yield-percent,ahneman_yield_percent,source-links,datasets/model-ready/ahneman-c-n-cross-coupling-yield-percent/source-links.json,934,5515acdb9b16a877afd0dbd3d9365904165a3cb1cf2e596f372fbb6755dd06e1,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-ahneman-c-n-cross-coupling-yield-percent""]"
release-artifact-target-ahneman-c-n-cross-coupling-yield-percent-target-build-provenance,ahneman-c-n-cross-coupling-yield-percent,ahneman_yield_percent,target-build-provenance,datasets/model-ready/ahneman-c-n-cross-coupling-yield-percent/target-build-provenance.json,973,8eee8b8684f76a5ff7fbbded3ea783523155f2bd7efa700fdad5e352eb2f87b2,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-ahneman-c-n-cross-coupling-yield-percent""]"
release-artifact-target-ahneman-c-n-cross-coupling-yield-percent-yonod-config,ahneman-c-n-cross-coupling-yield-percent,ahneman_yield_percent,yonod-config,datasets/model-ready/ahneman-c-n-cross-coupling-yield-percent/yonod-config.json,3590,21b996518299c2f494798f7bfd2f85b41f29b82432e300a09b094b95689cc84b,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-ahneman-c-n-cross-coupling-yield-percent""]"
release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent-audit,asymmetric-alkylation-ee-s-minus-r-percent,asymmetric_alkylation_ee_s_minus_r_percent,audit,datasets/model-ready/asymmetric-alkylation-ee-s-minus-r-percent/audit.jsonl,3936179,d035af84551d3fbf4e6049b3250cfca72fbd53ea6c672311f74006c9cd349cf5,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent""]"
release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent-checksums,asymmetric-alkylation-ee-s-minus-r-percent,asymmetric_alkylation_ee_s_minus_r_percent,checksums,datasets/model-ready/asymmetric-alkylation-ee-s-minus-r-percent/checksums.csv,809,fa1d524160e6504bdc7ae3c5f8ac8be0aafceeddcaba1f5cca39084c9a7d7626,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent""]"
release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent-dataset,asymmetric-alkylation-ee-s-minus-r-percent,asymmetric_alkylation_ee_s_minus_r_percent,dataset,datasets/model-ready/asymmetric-alkylation-ee-s-minus-r-percent/dataset.csv,303418,a589fdfe1f90e655bd9193983aa92264e0b86bfdb017c04836b5b933edc429c7,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent""]"
release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent-exclusions,asymmetric-alkylation-ee-s-minus-r-percent,asymmetric_alkylation_ee_s_minus_r_percent,exclusions,datasets/model-ready/asymmetric-alkylation-ee-s-minus-r-percent/exclusions.csv,85,4db87054e05506fd5de5d774c6c8838094902ffa774d224d92780299eeee63a7,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent""]"
release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent-metadata,asymmetric-alkylation-ee-s-minus-r-percent,asymmetric_alkylation_ee_s_minus_r_percent,metadata,datasets/model-ready/asymmetric-alkylation-ee-s-minus-r-percent/metadata.json,3047,0274e6e2a9c7cbccc7c9699c6d5880c482740ab63857d14aac64b30d26c7fcc0,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent""]"
release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent-row-map,asymmetric-alkylation-ee-s-minus-r-percent,asymmetric_alkylation_ee_s_minus_r_percent,row-map,datasets/model-ready/asymmetric-alkylation-ee-s-minus-r-percent/row-map.csv,286729,a829c13773734275e8c368cf7a387334ad3e6e241ce45958eb7f6034155e87fb,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent""]"
release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent-schema,asymmetric-alkylation-ee-s-minus-r-percent,asymmetric_alkylation_ee_s_minus_r_percent,schema,datasets/model-ready/asymmetric-alkylation-ee-s-minus-r-percent/schema.json,1635,f362b5227d85a15afa5d25e17c8cb20e393e734ee024477d467379d2eb0e25f5,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent""]"
release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent-source-links,asymmetric-alkylation-ee-s-minus-r-percent,asymmetric_alkylation_ee_s_minus_r_percent,source-links,datasets/model-ready/asymmetric-alkylation-ee-s-minus-r-percent/source-links.json,934,3a37a404915dfef6907a70ba432213ebc295d7fc2f69676c15a66437dd5e8ff9,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent""]"
release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent-target-build-provenance,asymmetric-alkylation-ee-s-minus-r-percent,asymmetric_alkylation_ee_s_minus_r_percent,target-build-provenance,datasets/model-ready/asymmetric-alkylation-ee-s-minus-r-percent/target-build-provenance.json,994,8206469281a29cafa565d6690b041ff5c85b3641bc3203976378363e51af761b,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent""]"
release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent-yonod-config,asymmetric-alkylation-ee-s-minus-r-percent,asymmetric_alkylation_ee_s_minus_r_percent,yonod-config,datasets/model-ready/asymmetric-alkylation-ee-s-minus-r-percent/yonod-config.json,3052,1ee7a5b68495d6057e1dfc16ee1cbb9fcb4c32092966fa82970d250372569412,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-asymmetric-alkylation-ee-s-minus-r-percent""]"
release-artifact-target-cernak-reductive-amination-conversion-percent-audit,cernak-reductive-amination-conversion-percent,cernak_member_2be11_conversion_percent,audit,datasets/model-ready/cernak-reductive-amination-conversion-percent/audit.jsonl,1005156,3f51edd588cfd439ed80b161e8e1607b25cea68faf7769f4104d6495dfa2d4c9,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-reductive-amination-conversion-percent""]"
release-artifact-target-cernak-reductive-amination-conversion-percent-checksums,cernak-reductive-amination-conversion-percent,cernak_member_2be11_conversion_percent,checksums,datasets/model-ready/cernak-reductive-amination-conversion-percent/checksums.csv,809,518b4643a2eb7377f7117e4f60a9ee18f3e206284e319812f51cf98961961070,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-reductive-amination-conversion-percent""]"
release-artifact-target-cernak-reductive-amination-conversion-percent-dataset,cernak-reductive-amination-conversion-percent,cernak_member_2be11_conversion_percent,dataset,datasets/model-ready/cernak-reductive-amination-conversion-percent/dataset.csv,331171,0d25125e1cf707c839b93106b8131f8a836938b8d416e37698610f5bf8ee965e,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-reductive-amination-conversion-percent""]"
release-artifact-target-cernak-reductive-amination-conversion-percent-exclusions,cernak-reductive-amination-conversion-percent,cernak_member_2be11_conversion_percent,exclusions,datasets/model-ready/cernak-reductive-amination-conversion-percent/exclusions.csv,85,4db87054e05506fd5de5d774c6c8838094902ffa774d224d92780299eeee63a7,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-reductive-amination-conversion-percent""]"
release-artifact-target-cernak-reductive-amination-conversion-percent-metadata,cernak-reductive-amination-conversion-percent,cernak_member_2be11_conversion_percent,metadata,datasets/model-ready/cernak-reductive-amination-conversion-percent/metadata.json,3035,e74bf301c8e36db60c42bf753a05fe2502514e823a97063da48eb95bb08a6e21,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-reductive-amination-conversion-percent""]"
release-artifact-target-cernak-reductive-amination-conversion-percent-row-map,cernak-reductive-amination-conversion-percent,cernak_member_2be11_conversion_percent,row-map,datasets/model-ready/cernak-reductive-amination-conversion-percent/row-map.csv,230573,9201530efa7e16260d50fecf09f53908640de8f91d27bc66ea1f281feebb719e,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-reductive-amination-conversion-percent""]"
release-artifact-target-cernak-reductive-amination-conversion-percent-schema,cernak-reductive-amination-conversion-percent,cernak_member_2be11_conversion_percent,schema,datasets/model-ready/cernak-reductive-amination-conversion-percent/schema.json,1787,52c98e6b7842f6f49fcca84728de128dcf27863cbeed03c25bb50c606c4ac2a9,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-reductive-amination-conversion-percent""]"
release-artifact-target-cernak-reductive-amination-conversion-percent-source-links,cernak-reductive-amination-conversion-percent,cernak_member_2be11_conversion_percent,source-links,datasets/model-ready/cernak-reductive-amination-conversion-percent/source-links.json,923,ecc33970cb821e886f284b90aaf5b23fca288a2406aaef323f9b699546eeed8f,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-reductive-amination-conversion-percent""]"
release-artifact-target-cernak-reductive-amination-conversion-percent-target-build-provenance,cernak-reductive-amination-conversion-percent,cernak_member_2be11_conversion_percent,target-build-provenance,datasets/model-ready/cernak-reductive-amination-conversion-percent/target-build-provenance.json,979,5ab6da8163eef828b361820c1fafaf1bb2ec31a5919f35d7c8d0f4e1534eae22,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-reductive-amination-conversion-percent""]"
release-artifact-target-cernak-reductive-amination-conversion-percent-yonod-config,cernak-reductive-amination-conversion-percent,cernak_member_2be11_conversion_percent,yonod-config,datasets/model-ready/cernak-reductive-amination-conversion-percent/yonod-config.json,3502,11008e2953693a252e362fee503f43e7c12afc3016253d79052c9ac454750b45,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-reductive-amination-conversion-percent""]"
release-artifact-target-cernak-suzuki-coupling-conversion-percent-audit,cernak-suzuki-coupling-conversion-percent,cernak_member_3b8a2e_conversion_percent,audit,datasets/model-ready/cernak-suzuki-coupling-conversion-percent/audit.jsonl,1269152,33c223ede6e04718cb342d266fbbb594f95846e2015d35d7847713505204901a,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-suzuki-coupling-conversion-percent""]"
release-artifact-target-cernak-suzuki-coupling-conversion-percent-checksums,cernak-suzuki-coupling-conversion-percent,cernak_member_3b8a2e_conversion_percent,checksums,datasets/model-ready/cernak-suzuki-coupling-conversion-percent/checksums.csv,812,be7a2fc8defa3f475a216699aae7b1fba0fbc011d70bfa4edea60874330b550d,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-suzuki-coupling-conversion-percent""]"
release-artifact-target-cernak-suzuki-coupling-conversion-percent-dataset,cernak-suzuki-coupling-conversion-percent,cernak_member_3b8a2e_conversion_percent,dataset,datasets/model-ready/cernak-suzuki-coupling-conversion-percent/dataset.csv,314179,df6c85864b54120438f2fa0163bb5da00d7cc80ca1082499640b4b1bcae96ca9,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-suzuki-coupling-conversion-percent""]"
release-artifact-target-cernak-suzuki-coupling-conversion-percent-exclusions,cernak-suzuki-coupling-conversion-percent,cernak_member_3b8a2e_conversion_percent,exclusions,datasets/model-ready/cernak-suzuki-coupling-conversion-percent/exclusions.csv,17959,5ae11eca84432d9f83fff0aa5599c132241312bb3f0ee6b3044ada48b6ee28ba,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-suzuki-coupling-conversion-percent""]"
release-artifact-target-cernak-suzuki-coupling-conversion-percent-metadata,cernak-suzuki-coupling-conversion-percent,cernak_member_3b8a2e_conversion_percent,metadata,datasets/model-ready/cernak-suzuki-coupling-conversion-percent/metadata.json,3002,6c1555c298cb451bc760a6c102666c67d2f996b1faecd863f9d4c49c8a0378db,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-suzuki-coupling-conversion-percent""]"
release-artifact-target-cernak-suzuki-coupling-conversion-percent-row-map,cernak-suzuki-coupling-conversion-percent,cernak_member_3b8a2e_conversion_percent,row-map,datasets/model-ready/cernak-suzuki-coupling-conversion-percent/row-map.csv,264635,dce561fb9a6e632f141ea638e7a078466c8971d6480104b6719be30d6f7a7dfd,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-suzuki-coupling-conversion-percent""]"
release-artifact-target-cernak-suzuki-coupling-conversion-percent-schema,cernak-suzuki-coupling-conversion-percent,cernak_member_3b8a2e_conversion_percent,schema,datasets/model-ready/cernak-suzuki-coupling-conversion-percent/schema.json,1922,9ea36bd8af548d3089666092af5a8eedd1cdddedc917ea3b0a3cb65712591372,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-suzuki-coupling-conversion-percent""]"
release-artifact-target-cernak-suzuki-coupling-conversion-percent-source-links,cernak-suzuki-coupling-conversion-percent,cernak_member_3b8a2e_conversion_percent,source-links,datasets/model-ready/cernak-suzuki-coupling-conversion-percent/source-links.json,923,bbfa3b874bdcef00cccc63f4051edf8ca53dbc56fec782333fe9bfe30805077a,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-suzuki-coupling-conversion-percent""]"
release-artifact-target-cernak-suzuki-coupling-conversion-percent-target-build-provenance,cernak-suzuki-coupling-conversion-percent,cernak_member_3b8a2e_conversion_percent,target-build-provenance,datasets/model-ready/cernak-suzuki-coupling-conversion-percent/target-build-provenance.json,980,d6dad2986544e3b510b5152a6538b0d44d01fa1f70698e3ced0b30cfb01ef97a,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-suzuki-coupling-conversion-percent""]"
release-artifact-target-cernak-suzuki-coupling-conversion-percent-yonod-config,cernak-suzuki-coupling-conversion-percent,cernak_member_3b8a2e_conversion_percent,yonod-config,datasets/model-ready/cernak-suzuki-coupling-conversion-percent/yonod-config.json,3601,122d56918e8a3860692736370509031262ad5bee553e2a81433b4b597649b2d6,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-suzuki-coupling-conversion-percent""]"
release-artifact-target-cernak-ultra-hte-c-n-yield-percent-audit,cernak-ultra-hte-c-n-yield-percent,c_n_yield_percent,audit,datasets/model-ready/cernak-ultra-hte-c-n-yield-percent/audit.jsonl,49015889,3c3f98eb4f86f6ad7a419fd45582815af45bb6f29f3942f70018557d46820975,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-ultra-hte-c-n-yield-percent""]"
release-artifact-target-cernak-ultra-hte-c-n-yield-percent-checksums,cernak-ultra-hte-c-n-yield-percent,c_n_yield_percent,checksums,datasets/model-ready/cernak-ultra-hte-c-n-yield-percent/checksums.csv,816,36a2cb205fdbe48a8303ed2a798b377252a5e75c1450a421b7cf783fe70611d4,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-ultra-hte-c-n-yield-percent""]"
release-artifact-target-cernak-ultra-hte-c-n-yield-percent-dataset,cernak-ultra-hte-c-n-yield-percent,c_n_yield_percent,dataset,datasets/model-ready/cernak-ultra-hte-c-n-yield-percent/dataset.csv,12155576,ba845e82bb3701469aadf172a7457c64354b1e7d6f8e2ab1aad2b96c2445a012,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-ultra-hte-c-n-yield-percent""]"
release-artifact-target-cernak-ultra-hte-c-n-yield-percent-exclusions,cernak-ultra-hte-c-n-yield-percent,c_n_yield_percent,exclusions,datasets/model-ready/cernak-ultra-hte-c-n-yield-percent/exclusions.csv,3145,6aa89bbef99173f5b3b1297227ee2235236900613813655265771dbf3ce4fd33,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-ultra-hte-c-n-yield-percent""]"
release-artifact-target-cernak-ultra-hte-c-n-yield-percent-metadata,cernak-ultra-hte-c-n-yield-percent,c_n_yield_percent,metadata,datasets/model-ready/cernak-ultra-hte-c-n-yield-percent/metadata.json,2958,236cf2b3ae9f07156740b8c1c5399d0fd3930a4724cb1342317f027e3d667c42,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-ultra-hte-c-n-yield-percent""]"
release-artifact-target-cernak-ultra-hte-c-n-yield-percent-row-map,cernak-ultra-hte-c-n-yield-percent,c_n_yield_percent,row-map,datasets/model-ready/cernak-ultra-hte-c-n-yield-percent/row-map.csv,10314143,13fac23db2bd8b4c6ab4093a7ef70afe80c08aa0ea9c197ccf6b039db55ab0fe,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-ultra-hte-c-n-yield-percent""]"
release-artifact-target-cernak-ultra-hte-c-n-yield-percent-schema,cernak-ultra-hte-c-n-yield-percent,c_n_yield_percent,schema,datasets/model-ready/cernak-ultra-hte-c-n-yield-percent/schema.json,1897,dc0849c815516496dea3cbb3f3c357199e6b116a05e4266aa1d75e800110fbc0,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-ultra-hte-c-n-yield-percent""]"
release-artifact-target-cernak-ultra-hte-c-n-yield-percent-source-links,cernak-ultra-hte-c-n-yield-percent,c_n_yield_percent,source-links,datasets/model-ready/cernak-ultra-hte-c-n-yield-percent/source-links.json,936,cfb56db0ced03c608cc0692464aaf8b54358cb0aabe43602b3ac71930827f432,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-ultra-hte-c-n-yield-percent""]"
release-artifact-target-cernak-ultra-hte-c-n-yield-percent-target-build-provenance,cernak-ultra-hte-c-n-yield-percent,c_n_yield_percent,target-build-provenance,datasets/model-ready/cernak-ultra-hte-c-n-yield-percent/target-build-provenance.json,969,4edcc8b8c939509a8a8ee960202df6b27d586405d06f0d93303ca4605fa5278c,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-ultra-hte-c-n-yield-percent""]"
release-artifact-target-cernak-ultra-hte-c-n-yield-percent-yonod-config,cernak-ultra-hte-c-n-yield-percent,c_n_yield_percent,yonod-config,datasets/model-ready/cernak-ultra-hte-c-n-yield-percent/yonod-config.json,4416,fb3981a8de911ff01b8cbac32088fe3bd3d56228d3f4792317866ba494caa7ea,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-cernak-ultra-hte-c-n-yield-percent""]"
release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent-audit,chan-lam-sulfonamide-coupling-yield-percent,chan_lam_yield_percent,audit,datasets/model-ready/chan-lam-sulfonamide-coupling-yield-percent/audit.jsonl,9592789,8a3a14fb1b89994d3b7414dd1548595419fa4d413c908b6658e703d6ab817261,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent""]"
release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent-checksums,chan-lam-sulfonamide-coupling-yield-percent,chan_lam_yield_percent,checksums,datasets/model-ready/chan-lam-sulfonamide-coupling-yield-percent/checksums.csv,813,a7798ee552aad338228d3252080ac6ecb792bdbf66a02f30d10694bdb99c7825,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent""]"
release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent-dataset,chan-lam-sulfonamide-coupling-yield-percent,chan_lam_yield_percent,dataset,datasets/model-ready/chan-lam-sulfonamide-coupling-yield-percent/dataset.csv,1856612,648de1e73169feca1cc221f1f53858c11918f91c4f959e206f1a8a66ff4b482b,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent""]"
release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent-exclusions,chan-lam-sulfonamide-coupling-yield-percent,chan_lam_yield_percent,exclusions,datasets/model-ready/chan-lam-sulfonamide-coupling-yield-percent/exclusions.csv,4634,df62a4deb8d003ef572dafdd1e33705ba6db1e12f3f381516d263d4232ed3548,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent""]"
release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent-metadata,chan-lam-sulfonamide-coupling-yield-percent,chan_lam_yield_percent,metadata,datasets/model-ready/chan-lam-sulfonamide-coupling-yield-percent/metadata.json,3048,8f1acf37b5e935d883325656abfcfec0a5fae2fc2c8764f3dc2489033906133e,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent""]"
release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent-row-map,chan-lam-sulfonamide-coupling-yield-percent,chan_lam_yield_percent,row-map,datasets/model-ready/chan-lam-sulfonamide-coupling-yield-percent/row-map.csv,1937484,3c99c78f8e5e02044c4274a9ed94756af60ee597d51efe797cecbadfe4a7f6ef,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent""]"
release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent-schema,chan-lam-sulfonamide-coupling-yield-percent,chan_lam_yield_percent,schema,datasets/model-ready/chan-lam-sulfonamide-coupling-yield-percent/schema.json,1552,e6a61d75fdd4f867c6bd36c893e673c599b275849f19e1dc322b6f1926c43da0,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent""]"
release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent-source-links,chan-lam-sulfonamide-coupling-yield-percent,chan_lam_yield_percent,source-links,datasets/model-ready/chan-lam-sulfonamide-coupling-yield-percent/source-links.json,934,a1a8933851edb5179acc9b77b9ff40dab0d17749e9a6452d9ddfe98dd25a3da7,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent""]"
release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent-target-build-provenance,chan-lam-sulfonamide-coupling-yield-percent,chan_lam_yield_percent,target-build-provenance,datasets/model-ready/chan-lam-sulfonamide-coupling-yield-percent/target-build-provenance.json,974,0410366caad1bb9e2d814cdf926b77aaf179cd91b1852ed5dd5d1abcf359e2f7,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent""]"
release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent-yonod-config,chan-lam-sulfonamide-coupling-yield-percent,chan_lam_yield_percent,yonod-config,datasets/model-ready/chan-lam-sulfonamide-coupling-yield-percent/yonod-config.json,2884,b401147034c6c4d560d8f68a6e6bf46b0b8d23c5457c3a584728698adb48efd1,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-chan-lam-sulfonamide-coupling-yield-percent""]"
