artifact_id,target_slug,target_id,role,artifact_path,size_bytes,sha256,artifact_class,disposition,license_id,redistribution_status,origin,source_artifact_ids_json
release-artifact-target-nicolit-nickel-coupling-yield-percent-target-build-provenance,nicolit-nickel-coupling-yield-percent,nicolit_yield_percent,target-build-provenance,datasets/model-ready/nicolit-nickel-coupling-yield-percent/target-build-provenance.json,973,f6ab1094ca9702204b3f01eb37888a50397a9f4c799e47d98c99022c99eadaaa,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-nicolit-nickel-coupling-yield-percent""]"
release-artifact-target-nicolit-nickel-coupling-yield-percent-yonod-config,nicolit-nickel-coupling-yield-percent,nicolit_yield_percent,yonod-config,datasets/model-ready/nicolit-nickel-coupling-yield-percent/yonod-config.json,2257,650f46818eb3a6829e50a00af076e681c22474a5117cd4c1588d3569235ca6c0,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-nicolit-nickel-coupling-yield-percent""]"
release-artifact-target-pfizer-hte-lc-area-percent-audit,pfizer-hte-lc-area-percent,pfizer_lcms_area_percent,audit,datasets/model-ready/pfizer-hte-lc-area-percent/audit.jsonl,54055777,fce81ca14d751160006f0334d7403a909dbdd2b091535d03bb5d1fbd7aea06f0,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-pfizer-hte-lc-area-percent""]"
release-artifact-target-pfizer-hte-lc-area-percent-checksums,pfizer-hte-lc-area-percent,pfizer_lcms_area_percent,checksums,datasets/model-ready/pfizer-hte-lc-area-percent/checksums.csv,812,6cd4213495c63229e9595b89a5b8a966f426aab40e3823d01a34d64002ad5b23,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-pfizer-hte-lc-area-percent""]"
release-artifact-target-pfizer-hte-lc-area-percent-dataset,pfizer-hte-lc-area-percent,pfizer_lcms_area_percent,dataset,datasets/model-ready/pfizer-hte-lc-area-percent/dataset.csv,7026314,acc5860363baddd0fc24e87bb66e37d550b4cb8e1accf301f5f2aadb6d25758d,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-pfizer-hte-lc-area-percent""]"
release-artifact-target-pfizer-hte-lc-area-percent-exclusions,pfizer-hte-lc-area-percent,pfizer_lcms_area_percent,exclusions,datasets/model-ready/pfizer-hte-lc-area-percent/exclusions.csv,85,4db87054e05506fd5de5d774c6c8838094902ffa774d224d92780299eeee63a7,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-pfizer-hte-lc-area-percent""]"
release-artifact-target-pfizer-hte-lc-area-percent-metadata,pfizer-hte-lc-area-percent,pfizer_lcms_area_percent,metadata,datasets/model-ready/pfizer-hte-lc-area-percent/metadata.json,2875,2762dce1f2bc8ffba834dcf2764fee1d0e7b4d7734ed898f03b13f59e8adceb2,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-pfizer-hte-lc-area-percent""]"
release-artifact-target-pfizer-hte-lc-area-percent-row-map,pfizer-hte-lc-area-percent,pfizer_lcms_area_percent,row-map,datasets/model-ready/pfizer-hte-lc-area-percent/row-map.csv,8004659,e9105d86594a9816be25a1f5fc5b0ea5c8ca4fad28fcec7a77f70c5dbe4b7c0e,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-pfizer-hte-lc-area-percent""]"
release-artifact-target-pfizer-hte-lc-area-percent-schema,pfizer-hte-lc-area-percent,pfizer_lcms_area_percent,schema,datasets/model-ready/pfizer-hte-lc-area-percent/schema.json,1679,03e62e5bee4e77e337451f7d6346d3bf6296039d9ec2dfa8967136f772dcf2fa,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-pfizer-hte-lc-area-percent""]"
release-artifact-target-pfizer-hte-lc-area-percent-source-links,pfizer-hte-lc-area-percent,pfizer_lcms_area_percent,source-links,datasets/model-ready/pfizer-hte-lc-area-percent/source-links.json,936,2ab0caffa917bbdcebb9056d8171f739ce32752bb63178115187ae916d948e66,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-pfizer-hte-lc-area-percent""]"
release-artifact-target-pfizer-hte-lc-area-percent-target-build-provenance,pfizer-hte-lc-area-percent,pfizer_lcms_area_percent,target-build-provenance,datasets/model-ready/pfizer-hte-lc-area-percent/target-build-provenance.json,976,b9f818666009b7c2bdcbcd7fc499241277b79e6959f55f1c0058f9929ac7ed01,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-pfizer-hte-lc-area-percent""]"
release-artifact-target-pfizer-hte-lc-area-percent-yonod-config,pfizer-hte-lc-area-percent,pfizer_lcms_area_percent,yonod-config,datasets/model-ready/pfizer-hte-lc-area-percent/yonod-config.json,3854,4cc3205a96a6f4dcc9fd6c4cae8dc8154787fdf4453eb68ffe6d88eeaf18488c,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-pfizer-hte-lc-area-percent""]"
release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent-audit,photocatalytic-aryl-bromide-dehalogenation-conversion-percent,photodehalogenation_conversion_percent,audit,datasets/model-ready/photocatalytic-aryl-bromide-dehalogenation-conversion-percent/audit.jsonl,1012332,111bbbe137bb48cf53fbacfddbc33b1a4545adaedd9ff7574cbcceb5a3afdad1,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent""]"
release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent-checksums,photocatalytic-aryl-bromide-dehalogenation-conversion-percent,photodehalogenation_conversion_percent,checksums,datasets/model-ready/photocatalytic-aryl-bromide-dehalogenation-conversion-percent/checksums.csv,809,9d24750371bfdc7b10c3eff3c933db3aca02b6e5583febe21d393406b94d9827,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent""]"
release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent-dataset,photocatalytic-aryl-bromide-dehalogenation-conversion-percent,photodehalogenation_conversion_percent,dataset,datasets/model-ready/photocatalytic-aryl-bromide-dehalogenation-conversion-percent/dataset.csv,238260,427e149d84943bb82adcf3066be751edd2418696bb8b972177e510663a1a2ef3,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent""]"
release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent-exclusions,photocatalytic-aryl-bromide-dehalogenation-conversion-percent,photodehalogenation_conversion_percent,exclusions,datasets/model-ready/photocatalytic-aryl-bromide-dehalogenation-conversion-percent/exclusions.csv,85,4db87054e05506fd5de5d774c6c8838094902ffa774d224d92780299eeee63a7,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent""]"
release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent-metadata,photocatalytic-aryl-bromide-dehalogenation-conversion-percent,photodehalogenation_conversion_percent,metadata,datasets/model-ready/photocatalytic-aryl-bromide-dehalogenation-conversion-percent/metadata.json,3217,5c27016891ffe66bafc9731d65c9c9c3537d2eac0df2ffafd9bafaf74ed4f27e,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent""]"
release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent-row-map,photocatalytic-aryl-bromide-dehalogenation-conversion-percent,photodehalogenation_conversion_percent,row-map,datasets/model-ready/photocatalytic-aryl-bromide-dehalogenation-conversion-percent/row-map.csv,230573,e1c91bfc396d85a7b2fda5f219366b114cdb24908922758445734504ef8bfc0b,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent""]"
release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent-schema,photocatalytic-aryl-bromide-dehalogenation-conversion-percent,photodehalogenation_conversion_percent,schema,datasets/model-ready/photocatalytic-aryl-bromide-dehalogenation-conversion-percent/schema.json,1674,701e39c8d386813caa498b191451173872a77eca2b8aa7d962a8aeb667593323,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent""]"
release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent-source-links,photocatalytic-aryl-bromide-dehalogenation-conversion-percent,photodehalogenation_conversion_percent,source-links,datasets/model-ready/photocatalytic-aryl-bromide-dehalogenation-conversion-percent/source-links.json,934,612be6c6ec62353f2601fea2384c9136943ddfd49c494798cee6f06650c04642,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent""]"
release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent-target-build-provenance,photocatalytic-aryl-bromide-dehalogenation-conversion-percent,photodehalogenation_conversion_percent,target-build-provenance,datasets/model-ready/photocatalytic-aryl-bromide-dehalogenation-conversion-percent/target-build-provenance.json,990,d9b68e4bf515bb9feff182da934d43eb3e3ffa7ce9118a2ce0d167df21272e5b,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent""]"
release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent-yonod-config,photocatalytic-aryl-bromide-dehalogenation-conversion-percent,photodehalogenation_conversion_percent,yonod-config,datasets/model-ready/photocatalytic-aryl-bromide-dehalogenation-conversion-percent/yonod-config.json,2840,dccc6c726e14061d898de9d6ff28151fb7ea7c8b3aaf9cdf6dbf569ae7319bad,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-photocatalytic-aryl-bromide-dehalogenation-conversion-percent""]"
release-artifact-target-roche-borylation-yield-percent-audit,roche-borylation-yield-percent,roche_borylation_yield_percent,audit,datasets/model-ready/roche-borylation-yield-percent/audit.jsonl,997116,09ac3d6d059b8e137d529a851d3b37f67deefec7c3a46578f7b0d251528c5402,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-roche-borylation-yield-percent""]"
release-artifact-target-roche-borylation-yield-percent-checksums,roche-borylation-yield-percent,roche_borylation_yield_percent,checksums,datasets/model-ready/roche-borylation-yield-percent/checksums.csv,811,24aefeae000fa485b62875ed4e856caa595bca5942782e2e3f4fae8f1c87f7fa,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-roche-borylation-yield-percent""]"
release-artifact-target-roche-borylation-yield-percent-dataset,roche-borylation-yield-percent,roche_borylation_yield_percent,dataset,datasets/model-ready/roche-borylation-yield-percent/dataset.csv,198095,35b3444917708e5a19956e5f871fd9b83958ad3b2484874b0ba85d21f381e5e8,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-roche-borylation-yield-percent""]"
release-artifact-target-roche-borylation-yield-percent-exclusions,roche-borylation-yield-percent,roche_borylation_yield_percent,exclusions,datasets/model-ready/roche-borylation-yield-percent/exclusions.csv,34566,b873947560cf6be312945177da380d57b56169359e225ed2dcae4e86cc2bc28f,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-roche-borylation-yield-percent""]"
release-artifact-target-roche-borylation-yield-percent-metadata,roche-borylation-yield-percent,roche_borylation_yield_percent,metadata,datasets/model-ready/roche-borylation-yield-percent/metadata.json,2912,f92864ff5f947c764e200e1631f42980fbd3687838fe936421004eab6065682c,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-roche-borylation-yield-percent""]"
release-artifact-target-roche-borylation-yield-percent-row-map,roche-borylation-yield-percent,roche_borylation_yield_percent,row-map,datasets/model-ready/roche-borylation-yield-percent/row-map.csv,177963,ee49ecdc3cc1f6204501ab73c1b4c6954ef7cc476d646a3ae8c5530007b7ba3b,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-roche-borylation-yield-percent""]"
release-artifact-target-roche-borylation-yield-percent-schema,roche-borylation-yield-percent,roche_borylation_yield_percent,schema,datasets/model-ready/roche-borylation-yield-percent/schema.json,1769,de9a7f69cc77ccff4893cadc4b40cc0d333b8e78fa30a51dfb662a4a85769fd7,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-roche-borylation-yield-percent""]"
release-artifact-target-roche-borylation-yield-percent-source-links,roche-borylation-yield-percent,roche_borylation_yield_percent,source-links,datasets/model-ready/roche-borylation-yield-percent/source-links.json,934,2927b470ff5214914530529aa140761169d76e43a86a37e881a35bb540ff1d3e,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-roche-borylation-yield-percent""]"
release-artifact-target-roche-borylation-yield-percent-target-build-provenance,roche-borylation-yield-percent,roche_borylation_yield_percent,target-build-provenance,datasets/model-ready/roche-borylation-yield-percent/target-build-provenance.json,982,9e9f587d6f8321f9f0d7ea99a3ff0759cf7ee54bec781ca422682b9ed443d524,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-roche-borylation-yield-percent""]"
release-artifact-target-roche-borylation-yield-percent-yonod-config,roche-borylation-yield-percent,roche_borylation_yield_percent,yonod-config,datasets/model-ready/roche-borylation-yield-percent/yonod-config.json,3613,d8f689b30192b89ace8a1a1cf2ba154329fa2fa4eb34e5d824b8d3dea18a16ee,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-roche-borylation-yield-percent""]"
release-artifact-target-science-hte-relative-lc-area-ratio-audit,science-hte-relative-lc-area-ratio,science_hte_diverse_nucleophile_relative_lc_area_ratio,audit,datasets/model-ready/science-hte-relative-lc-area-ratio/audit.jsonl,7641386,20d3cd578b86e0b125ccbe0e3ea3782dd2050c0a48fd2709c2aaa1d4ac6228fe,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-science-hte-relative-lc-area-ratio""]"
release-artifact-target-science-hte-relative-lc-area-ratio-checksums,science-hte-relative-lc-area-ratio,science_hte_diverse_nucleophile_relative_lc_area_ratio,checksums,datasets/model-ready/science-hte-relative-lc-area-ratio/checksums.csv,811,354ca05ad4e1816f77b6e732705e220c9dd5427689bf0970acb55cae8583f14f,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-science-hte-relative-lc-area-ratio""]"
release-artifact-target-science-hte-relative-lc-area-ratio-dataset,science-hte-relative-lc-area-ratio,science_hte_diverse_nucleophile_relative_lc_area_ratio,dataset,datasets/model-ready/science-hte-relative-lc-area-ratio/dataset.csv,340725,2d1bfd835869c7263d37d035131981fb4042f9c93671640ea983deb5f417e163,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-science-hte-relative-lc-area-ratio""]"
release-artifact-target-science-hte-relative-lc-area-ratio-exclusions,science-hte-relative-lc-area-ratio,science_hte_diverse_nucleophile_relative_lc_area_ratio,exclusions,datasets/model-ready/science-hte-relative-lc-area-ratio/exclusions.csv,1268,1cbc613a6828a169615d29e6f979431f4a44e2f27b3d3d443be0612a223d3893,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-science-hte-relative-lc-area-ratio""]"
release-artifact-target-science-hte-relative-lc-area-ratio-metadata,science-hte-relative-lc-area-ratio,science_hte_diverse_nucleophile_relative_lc_area_ratio,metadata,datasets/model-ready/science-hte-relative-lc-area-ratio/metadata.json,2994,234a8170fd5d90ac75608a702933951a41d0dda6192242783a74fd710097c81e,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-science-hte-relative-lc-area-ratio""]"
release-artifact-target-science-hte-relative-lc-area-ratio-row-map,science-hte-relative-lc-area-ratio,science_hte_diverse_nucleophile_relative_lc_area_ratio,row-map,datasets/model-ready/science-hte-relative-lc-area-ratio/row-map.csv,359199,5863de3a012bf0587a435d0487d58f59c50434c1ff45c38cea6ea6d9aedb7a07,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-science-hte-relative-lc-area-ratio""]"
release-artifact-target-science-hte-relative-lc-area-ratio-schema,science-hte-relative-lc-area-ratio,science_hte_diverse_nucleophile_relative_lc_area_ratio,schema,datasets/model-ready/science-hte-relative-lc-area-ratio/schema.json,1796,dfd7876422cde7d9278c54b9a537d36e8007a5853c769445e4cbf7acb99f6365,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-science-hte-relative-lc-area-ratio""]"
release-artifact-target-science-hte-relative-lc-area-ratio-source-links,science-hte-relative-lc-area-ratio,science_hte_diverse_nucleophile_relative_lc_area_ratio,source-links,datasets/model-ready/science-hte-relative-lc-area-ratio/source-links.json,920,ef38c357f5aa0ca677546468b526a772953f6e982b867fa5df9e5148f31cdcb7,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-science-hte-relative-lc-area-ratio""]"
release-artifact-target-science-hte-relative-lc-area-ratio-target-build-provenance,science-hte-relative-lc-area-ratio,science_hte_diverse_nucleophile_relative_lc_area_ratio,target-build-provenance,datasets/model-ready/science-hte-relative-lc-area-ratio/target-build-provenance.json,992,cd32db47f4098adbd38229e6e93fa7fcb254027287209da076b7a81eb52c10c0,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-science-hte-relative-lc-area-ratio""]"
release-artifact-target-science-hte-relative-lc-area-ratio-yonod-config,science-hte-relative-lc-area-ratio,science_hte_diverse_nucleophile_relative_lc_area_ratio,yonod-config,datasets/model-ready/science-hte-relative-lc-area-ratio/yonod-config.json,3168,e7e2fb5e49d114e192498f4b7b038385f6be3cebce601e5a3a730f0c155bfe21,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-science-hte-relative-lc-area-ratio""]"
release-artifact-target-shields-arylation-yield-percent-audit,shields-arylation-yield-percent,shields_yield_percent,audit,datasets/model-ready/shields-arylation-yield-percent/audit.jsonl,2035320,bd3678420148dd4f9b41942364cb825ca54f5d8895079d3f3610c52147a041dd,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-shields-arylation-yield-percent""]"
release-artifact-target-shields-arylation-yield-percent-checksums,shields-arylation-yield-percent,shields_yield_percent,checksums,datasets/model-ready/shields-arylation-yield-percent/checksums.csv,810,3ecbde25762896c33993ea6719246dc635c7121eb31115aeb2bad0a637c6ebb4,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-shields-arylation-yield-percent""]"
release-artifact-target-shields-arylation-yield-percent-dataset,shields-arylation-yield-percent,shields_yield_percent,dataset,datasets/model-ready/shields-arylation-yield-percent/dataset.csv,379410,35e1698ae9f8e57ea96ca351008f78770c7cba8343db0c68ac2bd44e1362e61d,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-shields-arylation-yield-percent""]"
release-artifact-target-shields-arylation-yield-percent-exclusions,shields-arylation-yield-percent,shields_yield_percent,exclusions,datasets/model-ready/shields-arylation-yield-percent/exclusions.csv,85,4db87054e05506fd5de5d774c6c8838094902ffa774d224d92780299eeee63a7,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-shields-arylation-yield-percent""]"
release-artifact-target-shields-arylation-yield-percent-metadata,shields-arylation-yield-percent,shields_yield_percent,metadata,datasets/model-ready/shields-arylation-yield-percent/metadata.json,2962,99d46940603d9e350307c20197f983a86407fcfcaf61df91642417877b2e6420,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-shields-arylation-yield-percent""]"
release-artifact-target-shields-arylation-yield-percent-row-map,shields-arylation-yield-percent,shields_yield_percent,row-map,datasets/model-ready/shields-arylation-yield-percent/row-map.csv,398271,50f04d02cfaa44edb71cbbd10d937ef3e37bc7efe4bbcaf7312a2315181a69be,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-shields-arylation-yield-percent""]"
release-artifact-target-shields-arylation-yield-percent-schema,shields-arylation-yield-percent,shields_yield_percent,schema,datasets/model-ready/shields-arylation-yield-percent/schema.json,1732,01b7f6266eeae778f5e29e3eeef468cb67b7f8718d0ad72552cbf4f630a1ef52,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-shields-arylation-yield-percent""]"
release-artifact-target-shields-arylation-yield-percent-source-links,shields-arylation-yield-percent,shields_yield_percent,source-links,datasets/model-ready/shields-arylation-yield-percent/source-links.json,1672,3337b2d32c7fcd0973128c728ba4275cc5baa870a3257fc8c1154f01c23c4946,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-shields-arylation-yield-percent""]"
release-artifact-target-shields-arylation-yield-percent-target-build-provenance,shields-arylation-yield-percent,shields_yield_percent,target-build-provenance,datasets/model-ready/shields-arylation-yield-percent/target-build-provenance.json,962,97a71292f817ada3a82f2bff509b665921c003f01740d3d9f248a520e9e7741f,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-shields-arylation-yield-percent""]"
release-artifact-target-shields-arylation-yield-percent-yonod-config,shields-arylation-yield-percent,shields_yield_percent,yonod-config,datasets/model-ready/shields-arylation-yield-percent/yonod-config.json,3045,9333501cc95a89e2594eabe61a444f5e7ae132ef9336104c0baa8d688f7dc5a4,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-shields-arylation-yield-percent""]"
release-artifact-target-suzuki-miyaura-nanoscale-yield-percent-audit,suzuki-miyaura-nanoscale-yield-percent,suzuki_yield_percent,audit,datasets/model-ready/suzuki-miyaura-nanoscale-yield-percent/audit.jsonl,5575840,d96060c7a5a7e8eee55a6b76dba11b5716f8f335c16bc68173aa5fc4da2f2b79,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-suzuki-miyaura-nanoscale-yield-percent""]"
release-artifact-target-suzuki-miyaura-nanoscale-yield-percent-checksums,suzuki-miyaura-nanoscale-yield-percent,suzuki_yield_percent,checksums,datasets/model-ready/suzuki-miyaura-nanoscale-yield-percent/checksums.csv,811,1b2114b76bdfa9e7196faf53b48f688485def7be2dd28c3fb0c1f33023117b6a,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-suzuki-miyaura-nanoscale-yield-percent""]"
release-artifact-target-suzuki-miyaura-nanoscale-yield-percent-dataset,suzuki-miyaura-nanoscale-yield-percent,suzuki_yield_percent,dataset,datasets/model-ready/suzuki-miyaura-nanoscale-yield-percent/dataset.csv,1706821,75466f69ef7bcc53a3be76914166b91dd091c57471b62a4d69f5754f030c9f97,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-suzuki-miyaura-nanoscale-yield-percent""]"
release-artifact-target-suzuki-miyaura-nanoscale-yield-percent-exclusions,suzuki-miyaura-nanoscale-yield-percent,suzuki_yield_percent,exclusions,datasets/model-ready/suzuki-miyaura-nanoscale-yield-percent/exclusions.csv,85,4db87054e05506fd5de5d774c6c8838094902ffa774d224d92780299eeee63a7,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-suzuki-miyaura-nanoscale-yield-percent""]"
release-artifact-target-suzuki-miyaura-nanoscale-yield-percent-metadata,suzuki-miyaura-nanoscale-yield-percent,suzuki_yield_percent,metadata,datasets/model-ready/suzuki-miyaura-nanoscale-yield-percent/metadata.json,3002,5dd1a58fa94f83074be4efd60eb86af822ffed775d5642ad8e8c2a964d4352bf,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-suzuki-miyaura-nanoscale-yield-percent""]"
release-artifact-target-suzuki-miyaura-nanoscale-yield-percent-row-map,suzuki-miyaura-nanoscale-yield-percent,suzuki_yield_percent,row-map,datasets/model-ready/suzuki-miyaura-nanoscale-yield-percent/row-map.csv,1161389,175f9d5922e70418d935aa0aea4113151005cefe12a8de714023a8397c224786,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-suzuki-miyaura-nanoscale-yield-percent""]"
release-artifact-target-suzuki-miyaura-nanoscale-yield-percent-schema,suzuki-miyaura-nanoscale-yield-percent,suzuki_yield_percent,schema,datasets/model-ready/suzuki-miyaura-nanoscale-yield-percent/schema.json,1979,b7be306c738e568aa6e1009857737bf9dcc170ac016498e86afb12229a02ff4f,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-suzuki-miyaura-nanoscale-yield-percent""]"
release-artifact-target-suzuki-miyaura-nanoscale-yield-percent-source-links,suzuki-miyaura-nanoscale-yield-percent,suzuki_yield_percent,source-links,datasets/model-ready/suzuki-miyaura-nanoscale-yield-percent/source-links.json,934,80cd70e12545fc71561951538ad2ee65a3ea4bc49400eb45caa6d2b14c9b12ea,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-suzuki-miyaura-nanoscale-yield-percent""]"
release-artifact-target-suzuki-miyaura-nanoscale-yield-percent-target-build-provenance,suzuki-miyaura-nanoscale-yield-percent,suzuki_yield_percent,target-build-provenance,datasets/model-ready/suzuki-miyaura-nanoscale-yield-percent/target-build-provenance.json,972,1cdc6103210e8b09b4b89f541238bbde4deffa23852ef3469e5a1582bfb4df49,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-suzuki-miyaura-nanoscale-yield-percent""]"
release-artifact-target-suzuki-miyaura-nanoscale-yield-percent-yonod-config,suzuki-miyaura-nanoscale-yield-percent,suzuki_yield_percent,yonod-config,datasets/model-ready/suzuki-miyaura-nanoscale-yield-percent/yonod-config.json,4058,6cde9da49886861767c7dd5526ec4bb61752c07bc1a4dbee955baa4262c1ebb2,model-ready,staged,CC-BY-SA-4.0,pending,step-13-model-ready-staging,"[""release-artifact-target-suzuki-miyaura-nanoscale-yield-percent""]"
