reactant-1,reactant-2,reactant-3,catalyst-1,catalyst-2,solvent-1,solvent-2,solvent-3,solvent-4,solvent-5,ee_s_minus_r_percent
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,12.220000267028809
C#CCCCCC=O,Cc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,C1COCCN1,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,0.23999999463558197
C#CCCCCC=O,COc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,C1COCCN1,Cc1cc(C)c(-c2c3ccccc3[n+](C)c3ccccc23)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-6.170000076293945
C#CCCCCC=O,O=C(CBr)c1ccc(OC(F)(F)F)cc1,Cc1cccc(C)n1,C1COCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-0.6100000143051147
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,O.O.O.O.O.O.[Cl][Ru][Cl].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,11.90999984741211
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,Cc1cc(C)c(-c2c3ccccc3[n+](C)c3ccccc23)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-16.770000457763672
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12.[Na].[Na],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,12.029999732971191
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,Cc1cc(C)c(-c2c3ccccc3[n+](C)c3ccccc23)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,8.75
C#CCCCCC=O,COc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-10.90999984741211
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,36.720001220703125
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12.[Na].[Na],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-44.0099983215332
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,C1COCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-9.65999984741211
C#CCCCCC=O,Cc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,O.O.O.O.O.O.[Cl][Ru][Cl].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,8.569999694824219
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,Fc1cc(F)c(-c2ccccn2)[c]([Ir][c]2cc(F)cc(F)c2-c2ccccn2)c1.Fc1ccc(-c2ccccn2)c(F)c1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,0.3799999952316284
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,19.280000686645508
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,43.380001068115234
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-58.099998474121094
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,6.989999771118164
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,O=C(O)C1CSCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,9.8100004196167
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,Fc1cc(F)c(-c2ccccn2)[c]([Ir][c]2cc(F)cc(F)c2-c2ccccn2)c1.Fc1ccc(-c2ccccn2)c(F)c1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-9.859999656677246
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,16.760000228881836
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,C1COCCN1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-5.53000020980835
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-26.020000457763672
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,Cc1ccc(-c2cc(-c3ccc(C)cc3)[o+]c(-c3ccc(C)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,12.300000190734863
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,70.01000213623047
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,21.790000915527344
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,67.76000213623047
C#CCCCCC=O,Cc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,36.33000183105469
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,57.900001525878906
C#CCCCCC=O,Cc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1,Cc1ccc(-c2cc(-c3ccc(C)cc3)[o+]c(-c3ccc(C)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-57.130001068115234
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-47.150001525878906
C#CCCCCC=O,Cc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,20.690000534057617
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,Fc1cc(F)c(-c2ccccn2)[c]([Ir][c]2cc(F)cc(F)c2-c2ccccn2)c1.Fc1ccc(-c2ccccn2)c(F)c1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,3.7300000190734863
C#CCCCCC=O,COc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,9.960000038146973
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-23.729999542236328
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,9.25
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,15.600000381469727
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,55.439998626708984
C#CCCCCC=O,O=C(CBr)c1ccc(C(F)(F)F)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,Cc1cc(C)c(-c2c3ccccc3[n+](C)c3ccccc23)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,54.7400016784668
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,Fc1cc(F)c(-c2ccccn2)[c]([Ir][c]2cc(F)cc(F)c2-c2ccccn2)c1.Fc1ccc(-c2ccccn2)c(F)c1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,2.5399999618530273
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,Cc1cc(C)c(-c2c3ccccc3[n+](C)c3ccccc23)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,25.739999771118164
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,C1COCCN1,Cc1cc(C)c(-c2c3ccccc3[n+](C)c3ccccc23)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,0.25
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,15.210000038146973
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,O=C(O)[C@@H]1Cc2ccccc2N1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,23.610000610351562
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-2.5299999713897705
C#CCCCCC=O,O=C(CBr)c1ccc(-c2ccccc2)cc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,28.049999237060547
C#CCCCCC=O,Cc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,3.950000047683716
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,O=C(O)C1CSCN1,Cc1cc(C)c(-c2c3ccccc3[n+](C)c3ccccc23)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,21.530000686645508
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,10.329999923706055
C#CCCCCC=O,O=C(CBr)c1ccc(OC(F)(F)F)cc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,Cc1cc(C)c(-c2c3ccccc3[n+](C)c3ccccc23)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,20.3700008392334
C#CCCCCC=O,O=C(CBr)c1ccc(OC(F)(F)F)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1,,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-46.88999938964844
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-22.920000076293945
C#CCCCCC=O,O=C(CBr)c1ccc(Cl)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-44.47999954223633
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12.[Na].[Na],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,19.139999389648438
C#CCCCCC=O,O=C(CBr)c1ccccc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,Fc1cc(F)c(-c2ccccn2)[c]([Ir][c]2cc(F)cc(F)c2-c2ccccn2)c1.Fc1ccc(-c2ccccn2)c(F)c1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,14.260000228881836
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H]1CCCN1,O.O.O.O.O.O.[Cl][Ru][Cl].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,44.83000183105469
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,C1COCCN1,Cc1ccc(-c2cc(-c3ccc(C)cc3)[o+]c(-c3ccc(C)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-1.8799999952316284
C#CCCCCC=O,O=C(CBr)c1ccc(OC(F)(F)F)cc1,Cc1cccc(C)n1,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-3.4100000858306885
C#CCCCCC=O,Cc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,C1COCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-6.349999904632568
C#CCCCCC=O,O=C(CBr)c1ccc(O)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,Fc1cc(F)c(-c2ccccn2)[c]([Ir][c]2cc(F)cc(F)c2-c2ccccn2)c1.Fc1ccc(-c2ccccn2)c(F)c1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-4.389999866485596
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCN1,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,20.639999389648438
C#CCCCCC=O,Cc1ccc(C(=O)CBr)cc1,Cc1cccc(C)n1,NC(=O)C1CCCN1,Cc1ccc(-c2cc(-c3ccc(C)cc3)[o+]c(-c3ccc(C)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,30.110000610351562
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,C[C@@H]1[NH2+][C@@H](C(C)(C)C)N(C)C1=O.O=S(=O)([O-])C(F)(F)F,COc1ccc(-c2cc(-c3ccc(OC)cc3)[o+]c(-c3ccc(OC)cc3)c2)cc1.F[B-](F)(F)F,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-70.08999633789062
C#CCCCCC=O,O=C(CBr)c1ccc(Br)cc1,Cc1cccc(C)n1,C1COCCN1,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-0.23000000417232513
C#CCCCCC=O,O=C(CBr)c1ccc(OC(F)(F)F)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,F[P-](F)(F)(F)(F)F.[Ir+3].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,15.210000038146973
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,6.329999923706055
C#CCCCCC=O,O=C(CBr)c1ccc(OC(F)(F)F)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12.[Na].[Na],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,15.640000343322754
C#CCCCCC=O,O=C(CBr)c1ccc(OC(F)(F)F)cc1,Cc1cccc(C)n1,O=C(O)[C@H]1CCCCN1,O.O.O.O.O.O.[Cl][Ru][Cl].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,16.43000030517578
C#CCCCCC=O,O=C(CBr)c1ccc(F)cc1,Cc1cccc(C)n1,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12.[Na].[Na],CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,-22.309999465942383
