reactant-1,reactant-2,reagent-1,reagent-2,reagent-3,catalyst-1,solvent-1,solvent-2,solvent-3,solvent-4,solvent-5,solvent-6,solvent-7,reaction_time_s,reflux_value,conditions_are_dynamic_value,conversion_percent
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C,Cc1cc(O)ccc1B1OC(C)(C)C(C)(C)O1,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,14.993958473205566
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cc(Br)cnc32)CC1,Cc1cc(O)ccc1B1OC(C)(C)C(C)(C)O1,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,98.95066833496094
Ic1c[nH]c2ncccc12,CC1(C)OB(c2cnn(Cc3ccccc3)c2)OC1(C)C,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,3.825777530670166
CC(=O)NC(C)(C)[C@@H]1CC2(CCN(C(=O)OC(C)(C)C)CC2)c2cc(Cl)c(C)cc21,Cc1cc(O)ccc1B1OC(C)(C)C(C)(C)O1,,,,CC(C)(C)[PH](C(C)(C)C)(C(C)(C)C)[Pd]1([Cl])[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,0.0
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cc(Br)cnc32)CC1,CC1(C)OB(c2cccc(C3(NC(=O)OCc4ccccc4)CC3)c2)OC1(C)C,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,100.0
Ic1c[nH]c2ncccc12,CC1(C)OB(c2cnn(Cc3ccccc3)c2)OC1(C)C,,,,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[PH](C1CCCCC1)(C1CCCCC1)[Pd]1([O]S(C)(=O)=O)[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,0.0
CCCc1nc2ccc(I)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(C)(C)C)cc1,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,,,,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[PH](C1CCCCC1)(C1CCCCC1)[Pd]1([O]S(C)(=O)=O)[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,11.809545516967773
CC(=O)NC(C)(C)[C@@H]1CC2(CCN(C(=O)OC(C)(C)C)CC2)c2cc(Cl)c(C)cc21,CC1(C)OB(c2cn(S(=O)(=O)c3ccccc3)c3ncccc23)OC1(C)C,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,0.0
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cc(Br)cnc32)CC1,CC1(C)OB(c2cnc(-n3cccn3)nc2)OC1(C)C,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,80.2338638305664
COC(=O)[C@@H]1C[C@@H](OC(=O)N2Cc3cccc(Br)c3C2)CN1C(=O)OCc1ccccc1,CC1(C)OB(c2ccc(-c3cnccn3)cc2)OC1(C)C,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,100.0
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C,Cc1cc(O)ccc1B1OC(C)(C)C(C)(C)O1,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,89.56907653808594
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cc(Br)cnc32)CC1,CC1(C)OB(C2=CCCCC2)OC1(C)C,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,94.60150909423828
O=C(Nc1ccccc1N1CCNCC1)c1csc(Br)n1,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,,,,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[PH](C1CCCCC1)(C1CCCCC1)[Pd]1([O]S(C)(=O)=O)[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,12.509686470031738
Brc1ccc(-c2ccccc2)cn1,CC1(C)OB(c2cccc(C3(NC(=O)OCc4ccccc4)CC3)c2)OC1(C)C,,,,CC(C)(C)[PH](C(C)(C)C)(C(C)(C)C)[Pd]1([Cl])[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,100.0
CC(=O)NC(C)(C)[C@@H]1CC2(CCN(C(=O)OC(C)(C)C)CC2)c2cc(Cl)c(C)cc21,CC1(C)OB(c2cccc(C3(NC(=O)OCc4ccccc4)CC3)c2)OC1(C)C,,,,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[PH](C1CCCCC1)(C1CCCCC1)[Pd]1([O]S(C)(=O)=O)[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,0.0
Brc1ccc(-c2ccccc2)cn1,OB(O)c1cccnc1,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,10.65479564666748
CN1C(=O)C[C@@](C)(c2sccc2Cl)N/C1=N/C(=O)OC(C)(C)C,CC1(C)OB(c2cn(S(=O)(=O)c3ccccc3)c3ncccc23)OC1(C)C,,,,CC(C)(C)[PH](C(C)(C)C)(C(C)(C)C)[Pd]1([Cl])[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,0.0
COC(=O)[C@@H]1C[C@@H](OC(=O)N2Cc3cccc(Br)c3C2)CN1C(=O)OCc1ccccc1,CC1(C)OB(c2cn(S(=O)(=O)c3ccccc3)c3ncccc23)OC1(C)C,,,,CC(C)(C)[PH](C(C)(C)C)(C(C)(C)C)[Pd]1([Cl])[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,83.72028350830078
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cc(Br)cnc32)CC1,CC1(C)OB(c2cccc(C3(NC(=O)OCc4ccccc4)CC3)c2)OC1(C)C,,,,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[PH](C1CCCCC1)(C1CCCCC1)[Pd]1([O]S(C)(=O)=O)[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,100.0
CCn1c(=O)c2c(nc(N[C@@H]3CCC[C@H]3O)n2Cc2ccc(OC)c(Br)c2)n(CCO)c1=O,CC1(C)OB(c2cnc(-n3cccn3)nc2)OC1(C)C,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,0.0
O=C(Nc1ccccc1N1CCNCC1)c1csc(Br)n1,CC1(C)OB(C2=CCCCC2)OC1(C)C,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,52.31581497192383
Ic1c[nH]c2ncccc12,O=C(NC1CCCC1)c1ccc(B(O)O)cc1,,,,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[PH](C1CCCCC1)(C1CCCCC1)[Pd]1([O]S(C)(=O)=O)[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,0.0
O=C1NCCc2[nH]c(-c3ccnc(Br)c3)cc21,CC1(C)OB(c2cnc(-n3cccn3)nc2)OC1(C)C,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,0.0
CC(=O)NC(C)(C)[C@@H]1CC2(CCN(C(=O)OC(C)(C)C)CC2)c2cc(Cl)c(C)cc21,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,100.0
O=C(NCc1ccc(F)cc1)c1nc(Br)c2cccnc2c1O,CC1(C)OB(c2ccc(-c3cnccn3)cc2)OC1(C)C,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,0.0
CCn1c(=O)c2c(nc(N[C@@H]3CCC[C@H]3O)n2Cc2ccc(OC)c(Br)c2)n(CCO)c1=O,CC1(C)OB(c2cnn(Cc3ccccc3)c2)OC1(C)C,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,100.0
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C,Cc1cc(O)ccc1B1OC(C)(C)C(C)(C)O1,,,,CC(C)(C)[PH](C(C)(C)C)(C(C)(C)C)[Pd]1([Cl])[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,51.43275451660156
Ic1c[nH]c2ncccc12,CC1(C)OB(C2=CCCCC2)OC1(C)C,,,,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[PH](C1CCCCC1)(C1CCCCC1)[Pd]1([O]S(C)(=O)=O)[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,0.0
O=C(NCc1ccc(F)cc1)c1nc(Br)c2cccnc2c1O,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,0.0
O=C(NCc1ccc(F)cc1)c1nc(Br)c2cccnc2c1O,OB(O)c1cccnc1,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,0.0
COC(=O)[C@@H]1C[C@@H](OC(=O)N2Cc3cccc(Br)c3C2)CN1C(=O)OCc1ccccc1,CC1(C)OB(c2cccc(C3(NC(=O)OCc4ccccc4)CC3)c2)OC1(C)C,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,0.0
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C,CC1(C)OB(c2ccc(-c3cnccn3)cc2)OC1(C)C,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,5.678120136260986
CCn1c(=O)c2c(nc(N[C@@H]3CCC[C@H]3O)n2Cc2ccc(OC)c(Br)c2)n(CCO)c1=O,CC1(C)OB(c2cnn(Cc3ccccc3)c2)OC1(C)C,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,98.0298080444336
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cc(Br)cnc32)CC1,CC1(C)OB(c2cccc(C3(NC(=O)OCc4ccccc4)CC3)c2)OC1(C)C,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,100.0
CN1C(=O)C[C@@](C)(c2sccc2Cl)N/C1=N/C(=O)OC(C)(C)C,CC1(C)OB(c2cn(S(=O)(=O)c3ccccc3)c3ncccc23)OC1(C)C,,,,CC(C)(C)[PH](C(C)(C)C)(C(C)(C)C)[Pd]1([Cl])[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,0.0
COC(=O)[C@@H]1C[C@@H](OC(=O)N2Cc3cccc(Br)c3C2)CN1C(=O)OCc1ccccc1,OB(O)c1cccnc1,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,95.16500854492188
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C,CC1(C)OB(c2cnn(Cc3ccccc3)c2)OC1(C)C,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,96.69893646240234
O=C1NCCc2[nH]c(-c3ccnc(Br)c3)cc21,CC1(C)OB(C2=CCCCC2)OC1(C)C,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,99.09666442871094
CCCc1nc2ccc(I)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(C)(C)C)cc1,CC1(C)OB(c2ccc(-c3cnccn3)cc2)OC1(C)C,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,4.893144607543945
Ic1c[nH]c2ncccc12,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,0.0
Ic1c[nH]c2ncccc12,CC1(C)OB(c2cnn(Cc3ccccc3)c2)OC1(C)C,,,,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[PH](C1CCCCC1)(C1CCCCC1)[Pd]1([O]S(C)(=O)=O)[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,0.0
CCn1c(=O)c2c(nc(N[C@@H]3CCC[C@H]3O)n2Cc2ccc(OC)c(Br)c2)n(CCO)c1=O,CC1(C)OB(c2ccc(-c3cnccn3)cc2)OC1(C)C,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,100.0
CCn1c(=O)c2c(nc(N[C@@H]3CCC[C@H]3O)n2Cc2ccc(OC)c(Br)c2)n(CCO)c1=O,CC1(C)OB(c2cccc(C3(NC(=O)OCc4ccccc4)CC3)c2)OC1(C)C,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,100.0
Brc1ccc(-c2ccccc2)cn1,CC1(C)OB(c2cccc(C3(NC(=O)OCc4ccccc4)CC3)c2)OC1(C)C,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,100.0
CCn1c(=O)c2c(nc(N[C@@H]3CCC[C@H]3O)n2Cc2ccc(OC)c(Br)c2)n(CCO)c1=O,CC1(C)OB(c2cnn(Cc3ccccc3)c2)OC1(C)C,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,54.60982131958008
CC(=O)NC(C)(C)[C@@H]1CC2(CCN(C(=O)OC(C)(C)C)CC2)c2cc(Cl)c(C)cc21,OB(O)c1cccnc1,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,0.0
Ic1c[nH]c2ncccc12,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,,,,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[PH](C1CCCCC1)(C1CCCCC1)[Pd]1([O]S(C)(=O)=O)[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,0.0
Brc1ccc(-c2ccccc2)cn1,CC1(C)OB(c2cn(S(=O)(=O)c3ccccc3)c3ncccc23)OC1(C)C,,,,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[PH](C1CCCCC1)(C1CCCCC1)[Pd]1([O]S(C)(=O)=O)[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,100.0
O=C(NCc1ccc(F)cc1)c1nc(Br)c2cccnc2c1O,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,0.0
O=C(Nc1ccccc1N1CCNCC1)c1csc(Br)n1,Cc1cc(O)ccc1B1OC(C)(C)C(C)(C)O1,,,,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[PH](C1CCCCC1)(C1CCCCC1)[Pd]1([O]S(C)(=O)=O)[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,15.113794326782227
CC(=O)NC(C)(C)[C@@H]1CC2(CCN(C(=O)OC(C)(C)C)CC2)c2cc(Cl)c(C)cc21,O=C(NC1CCCC1)c1ccc(B(O)O)cc1,,,,CC(C)(C)[PH](C(C)(C)C)(C(C)(C)C)[Pd]1([Cl])[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,0.0
CCCc1nc2ccc(I)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(C)(C)C)cc1,CC1(C)OB(C2=CCCCC2)OC1(C)C,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,100.0
CC(=O)NC(C)(C)[C@@H]1CC2(CCN(C(=O)OC(C)(C)C)CC2)c2cc(Cl)c(C)cc21,CC1(C)OB(c2ccc(-c3cnccn3)cc2)OC1(C)C,,,,CC(C)(C)[PH](C(C)(C)C)(C(C)(C)C)[Pd]1([Cl])[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,0.0
O=C(Nc1ccccc1N1CCNCC1)c1csc(Br)n1,OB(O)c1cccnc1,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,1.6975902318954468
O=C(Nc1ccccc1N1CCNCC1)c1csc(Br)n1,OB(O)c1cccnc1,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,20.94121742248535
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C,Cc1cc(O)ccc1B1OC(C)(C)C(C)(C)O1,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,0.0
CCCc1nc2ccc(I)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(C)(C)C)cc1,Cc1cc(O)ccc1B1OC(C)(C)C(C)(C)O1,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,3.347651958465576
O=C(NCc1ccc(F)cc1)c1nc(Br)c2cccnc2c1O,OB(O)c1cccnc1,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CCC(C)(C)O,,,79200.0,0.0,0.0,0.0
CCn1c(=O)c2c(nc(N[C@@H]3CCC[C@H]3O)n2Cc2ccc(OC)c(Br)c2)n(CCO)c1=O,Cc1cc(O)ccc1B1OC(C)(C)C(C)(C)O1,,,,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[PH](C1CCCCC1)(C1CCCCC1)[Pd]1([O]S(C)(=O)=O)[NH]c2ccccc2-c2cccc[c]21,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,100.0
Ic1c[nH]c2ncccc12,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,,,,CN(C)c1ccc([PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)cc1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,8.024430274963379
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C,OB(O)c1cccnc1,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C(C)(C)C)(C(C)(C)C)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,CS(C)=O,,,79200.0,0.0,0.0,0.0
O=C(Nc1ccccc1N1CCNCC1)c1csc(Br)n1,CC1(C)OB(C2=CCCCC2)OC1(C)C,,,,CC(C)c1cc(C(C)C)c(-c2ccccc2[PH](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(C)(=O)=O)[NH]c3ccccc3-c3cccc[c]32)c(C(C)C)c1,CS(C)=O,O,CS(C)=O,CS(C)=O,O,,,79200.0,0.0,0.0,24.064437866210938
