artifact_id,old_path,size_bytes,sha256,review_disposition,canonical_artifact_id,canonical_old_path,dedup_relation,license_id,redistribution_status,release_inclusion,reason
dataset-artifact-bd31ec3f1d76fbb7266d7b21,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_46ff9a32d9e04016b9380b1b1ef949c3/reactions.csv,32654748,0ec1160ad3b206bc4ecb0db7bac52529215becbee7993f650c671bc2514f9e09,superseded,dataset-artifact-139385eb80a2c0f596cca19e,standardized/derived/csv/tables/logical_dataset_id=physical_46ff9a32d9e04016b9380b1b1ef949c3/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-bb159b4512a1158a6ddd3654,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_47eaacc46c3a4487bbdf99adb1a15e41/reactions.csv,502031529,176f123a6a4848845ab30c9489fcc2f52a40ca5b581976a2b904c7b777f9ca02,superseded,dataset-artifact-e8a8fc5105967a1c4d2abb64,standardized/derived/csv/tables/logical_dataset_id=physical_47eaacc46c3a4487bbdf99adb1a15e41/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-74abc0f4955a7803553039a4,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_52bd3b0ec72c443aab113bcea09bf3f4/reactions.csv,1082353,6d353ae24b81be4c83ed91702c3596d9f0fbc96ae51e82bc304595c1146943dc,superseded,dataset-artifact-33a5a1dbae3eeeec86304507,standardized/derived/csv/tables/logical_dataset_id=physical_52bd3b0ec72c443aab113bcea09bf3f4/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-d5f67ba2f3759a7b155f4f16,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_5415f83da68e4797856ddd330dda5c61/reactions.csv,424133,ecf33ba7261a953f6c9a230b527d34fab3be5682f124fc946229b5767699efab,superseded,dataset-artifact-30597f5f3af6e58fe71a90f4,standardized/derived/csv/tables/logical_dataset_id=physical_5415f83da68e4797856ddd330dda5c61/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-a0df24e6df5638e85e353029,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_5540e162c09f4c04905ddc8ba9c931c6/reactions.csv,29419,3592963fae5c0af608d2c74cf9224c622e6ad79a2b26772215ebd97496c97749,superseded,dataset-artifact-c939996510b8841f7b8f362a,standardized/derived/csv/tables/logical_dataset_id=physical_5540e162c09f4c04905ddc8ba9c931c6/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-f1a93925e2dd4881d68ee140,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_55de08a995554f558c25fc43eac62359/reactions.csv,200929,1ebdaea377e7c86d86ff1fb8c932b373b1254980d7a7501e5c9dcf10cf7e2546,superseded,dataset-artifact-4ede9efbbc0272049f939dc2,standardized/derived/csv/tables/logical_dataset_id=physical_55de08a995554f558c25fc43eac62359/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-2302c6cdcd4b6527201347e1,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_5c9a10329a8a48968d18879a48bb8ab2/reactions.csv,93659501,c04ed95c9f5157f9a8a8b926d804ec633c6da01bd1007d36f043dbc2c5c06d91,superseded,dataset-artifact-b2074dc4d4813dddc045f70c,standardized/derived/csv/tables/logical_dataset_id=physical_5c9a10329a8a48968d18879a48bb8ab2/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-d783710917b5e0f4925f1ab9,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_5e8318f0dda04b398c14f4c3adfeb32c/reactions.csv,306676,31a1baaa40d581228e6d048d9a19414e50510e37ab9ed9738ee1e6a1eea54e8d,superseded,dataset-artifact-ba79062a810e3c4c7b214420,standardized/derived/csv/tables/logical_dataset_id=physical_5e8318f0dda04b398c14f4c3adfeb32c/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-2dc36ff02c057f21dc3be8ee,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_5eb7f2689f4a42eba63ad9e37e49a5cd/reactions.csv,200965,d66a35308648fc37aaaee22cc59f2039e8f34f955a93d1b33f3a05ec9504f3ce,superseded,dataset-artifact-436705f3d6986ffef3cdc2a9,standardized/derived/csv/tables/logical_dataset_id=physical_5eb7f2689f4a42eba63ad9e37e49a5cd/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-ce67f3eec85c78142fcd177f,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_68cb8b4b2b384e3d85b5b1efae58b203/reactions.csv,31921743,42e6e979c0c8e1a489f498fe0f094e142bb0466092abaae8906bba053100356e,superseded,dataset-artifact-004ce67ba3f35010ea92bb88,standardized/derived/csv/tables/logical_dataset_id=physical_68cb8b4b2b384e3d85b5b1efae58b203/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
