physical_dataset_id,source_file_id,upstream_path,source_file_url,upstream_revision,source_sha256,git_lfs_oid,size_bytes,reaction_count,license_id,verification_status
ord_dataset-b440f8c90b6343189093770060fc4098,ord_dataset-b440f8c90b6343189093770060fc4098,data/b4/ord_dataset-b440f8c90b6343189093770060fc4098.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/b4/ord_dataset-b440f8c90b6343189093770060fc4098.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,d289e2e9fbb77df61faadeb65cfadfbee0216b05a7d209b3ae3b3aca04a9993a,d289e2e9fbb77df61faadeb65cfadfbee0216b05a7d209b3ae3b3aca04a9993a,111495,1152,CC-BY-SA-4.0,verified
ord_dataset-bc349c19b4384756a2aee8aa525b6c2a,ord_dataset-bc349c19b4384756a2aee8aa525b6c2a,data/bc/ord_dataset-bc349c19b4384756a2aee8aa525b6c2a.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/bc/ord_dataset-bc349c19b4384756a2aee8aa525b6c2a.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,d4dbdaba59ac728696dea5bc0cafed5c5ab3236cc37da6e29b73e8a792f3b4a3,d4dbdaba59ac728696dea5bc0cafed5c5ab3236cc37da6e29b73e8a792f3b4a3,17150,96,CC-BY-SA-4.0,verified
ord_dataset-c5b00523487a4211a194160edf45e9ab,ord_dataset-c5b00523487a4211a194160edf45e9ab,data/c5/ord_dataset-c5b00523487a4211a194160edf45e9ab.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/c5/ord_dataset-c5b00523487a4211a194160edf45e9ab.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,73c04ce2acaf6cf2b6b3ecda8c623d2a321435f1f5830aedb0a0f1afd562bdc4,73c04ce2acaf6cf2b6b3ecda8c623d2a321435f1f5830aedb0a0f1afd562bdc4,179304,1430,CC-BY-SA-4.0,verified
ord_dataset-c703268ea43a4c7e802c6048b6166b34,ord_dataset-c703268ea43a4c7e802c6048b6166b34,data/c7/ord_dataset-c703268ea43a4c7e802c6048b6166b34.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/c7/ord_dataset-c703268ea43a4c7e802c6048b6166b34.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,159472bff84a548cb2def33ae92ff36c27139271372e38e70bba8eea152760d3,159472bff84a548cb2def33ae92ff36c27139271372e38e70bba8eea152760d3,16939,120,CC-BY-SA-4.0,verified
ord_dataset-cbcc4048add7468e850b6ec42549c70d,ord_dataset-cbcc4048add7468e850b6ec42549c70d,data/cb/ord_dataset-cbcc4048add7468e850b6ec42549c70d.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/cb/ord_dataset-cbcc4048add7468e850b6ec42549c70d.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,fd62fb8331a5d2d68337882bd711d04f085b6beec7ef1283945f7f72a8cefb81,fd62fb8331a5d2d68337882bd711d04f085b6beec7ef1283945f7f72a8cefb81,30311,288,CC-BY-SA-4.0,verified
ord_dataset-ce5045aceb214cfc8bfd0ef3031e2737,ord_dataset-ce5045aceb214cfc8bfd0ef3031e2737,data/ce/ord_dataset-ce5045aceb214cfc8bfd0ef3031e2737.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/ce/ord_dataset-ce5045aceb214cfc8bfd0ef3031e2737.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,fba1e4a5d3f30708bb925e0d0b93d420c26b17707f45fceb34e579f5f624c772,fba1e4a5d3f30708bb925e0d0b93d420c26b17707f45fceb34e579f5f624c772,10361,96,CC-BY-SA-4.0,verified
ord_dataset-d26118acda314269becc35db5c22dc59,ord_dataset-d26118acda314269becc35db5c22dc59,data/d2/ord_dataset-d26118acda314269becc35db5c22dc59.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/d2/ord_dataset-d26118acda314269becc35db5c22dc59.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,0a600968a24eff0a440e30685b2cb7b62030693605574105eb57b7f07329700b,0a600968a24eff0a440e30685b2cb7b62030693605574105eb57b7f07329700b,130893,1728,CC-BY-SA-4.0,verified
ord_dataset-d319c2a22ecf4ce59db1a18ae71d529c,ord_dataset-d319c2a22ecf4ce59db1a18ae71d529c,data/d3/ord_dataset-d319c2a22ecf4ce59db1a18ae71d529c.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/d3/ord_dataset-d319c2a22ecf4ce59db1a18ae71d529c.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,d8f8b29f790e168b7f44dcbdd2ca88829bdaea6be54a31369fd964cf9c01da82,d8f8b29f790e168b7f44dcbdd2ca88829bdaea6be54a31369fd964cf9c01da82,30188,264,CC-BY-SA-4.0,verified
ord_dataset-d92976309c3a48a3a64a4cf5e7048086,ord_dataset-d92976309c3a48a3a64a4cf5e7048086,data/d9/ord_dataset-d92976309c3a48a3a64a4cf5e7048086.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/d9/ord_dataset-d92976309c3a48a3a64a4cf5e7048086.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,78c17145099d29458960ffcb6cec7a8987efeae06b100004be2255ff28e54994,78c17145099d29458960ffcb6cec7a8987efeae06b100004be2255ff28e54994,3784674,39347,CC-BY-SA-4.0,verified
ord_dataset-dc0249930af34d17a3c76881a762aebf,ord_dataset-dc0249930af34d17a3c76881a762aebf,data/dc/ord_dataset-dc0249930af34d17a3c76881a762aebf.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/dc/ord_dataset-dc0249930af34d17a3c76881a762aebf.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,baaa0748a4a561705df275c3152a67ef52605a33249f674129f24c1abecfb2b9,baaa0748a4a561705df275c3152a67ef52605a33249f674129f24c1abecfb2b9,20160,136,CC-BY-SA-4.0,verified
ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,428d777066426504896fc2a0352838caba173518056ce83b387d9701f67af08e,428d777066426504896fc2a0352838caba173518056ce83b387d9701f67af08e,104636029,409035,CC-BY-SA-4.0,verified
ord_dataset-eeba974d3c284aed86d1c1d442260a1e,ord_dataset-eeba974d3c284aed86d1c1d442260a1e,data/ee/ord_dataset-eeba974d3c284aed86d1c1d442260a1e.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/ee/ord_dataset-eeba974d3c284aed86d1c1d442260a1e.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,dbf6dae9521463c542fa8abccd2a078742c8052c0af11db842d200d94403fac6,dbf6dae9521463c542fa8abccd2a078742c8052c0af11db842d200d94403fac6,36161,376,CC-BY-SA-4.0,verified
ord_dataset-fc83743b978f4deea7d6856deacbfe53,ord_dataset-fc83743b978f4deea7d6856deacbfe53,data/fc/ord_dataset-fc83743b978f4deea7d6856deacbfe53.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/fc/ord_dataset-fc83743b978f4deea7d6856deacbfe53.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,14095b49acb35adf50d1ff065d7b9d2ccf01d37f57ccaebbb6ce8eddfd11f484,14095b49acb35adf50d1ff065d7b9d2ccf01d37f57ccaebbb6ce8eddfd11f484,12354,80,CC-BY-SA-4.0,verified
ord_dataset-feaf1b793c6d408aaec1cac7cc3ceadc,ord_dataset-feaf1b793c6d408aaec1cac7cc3ceadc,data/fe/ord_dataset-feaf1b793c6d408aaec1cac7cc3ceadc.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/fe/ord_dataset-feaf1b793c6d408aaec1cac7cc3ceadc.parquet,83f971f586f6ad18f358ae4ae99d045e94ed2066,ebefbe9aba687f182d4f068e94be0f7fd71d1189bdb2eff2aca6fedf4d522bf3,ebefbe9aba687f182d4f068e94be0f7fd71d1189bdb2eff2aca6fedf4d522bf3,37643,130,CC-BY-SA-4.0,verified
