source_file_id,physical_dataset_id,upstream_repo_url,upstream_revision,upstream_path,source_file_url,direct_download_url,source_sha256,git_lfs_oid,size_bytes,reaction_count,dataset_name,dataset_description,data_license_id,source_present,hash_matches_lfs,verification_status
ord_dataset-5eb7f2689f4a42eba63ad9e37e49a5cd,ord_dataset-5eb7f2689f4a42eba63ad9e37e49a5cd,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/5e/ord_dataset-5eb7f2689f4a42eba63ad9e37e49a5cd.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/5e/ord_dataset-5eb7f2689f4a42eba63ad9e37e49a5cd.parquet,,2f478e163ab9f9ee2f001172fc9f0c33b0a65ec2dc787c12298f6e85bc86f7a6,2f478e163ab9f9ee2f001172fc9f0c33b0a65ec2dc787c12298f6e85bc86f7a6,11134,39,"39 compound library from ""Building a Sulfonamide Library by Eco-Friendly Flow Synthesis""",Library generated in DOI 10.1021/co400012m (Table 2),CC-BY-SA-4.0,true,true,verified
ord_dataset-675eddcaa6674ce3ae61e79bbc1e1c08,ord_dataset-675eddcaa6674ce3ae61e79bbc1e1c08,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/67/ord_dataset-675eddcaa6674ce3ae61e79bbc1e1c08.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/67/ord_dataset-675eddcaa6674ce3ae61e79bbc1e1c08.parquet,,1ecc5469785e55997f244eb5f8d6dbc78029cbb233bd6a140b5f02d5d01860a1,1ecc5469785e55997f244eb5f8d6dbc78029cbb233bd6a140b5f02d5d01860a1,114800,1536,Pd-catalyzed C-H arylation of imidazole with aryl bromide,palladium-catalyzed imidazole C5-H arylation reactivities with 8 aryl bromides and 8 imidazoles are evaluated with 24 monophosphine ligands,CC-BY-SA-4.0,true,true,verified
ord_dataset-68cb8b4b2b384e3d85b5b1efae58b203,ord_dataset-68cb8b4b2b384e3d85b5b1efae58b203,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/68/ord_dataset-68cb8b4b2b384e3d85b5b1efae58b203.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/68/ord_dataset-68cb8b4b2b384e3d85b5b1efae58b203.parquet,,36cea7705307a5e359a176ed3862994e3edc60ae4363fc2f3c5862affff6bb21,36cea7705307a5e359a176ed3862994e3edc60ae4363fc2f3c5862affff6bb21,419710,5760,Rapid material-sparing screening of 5760 Suzuki-Miyaura coupling reactions,"5760 nanoscale flow reactions from https://doi.org/10.1126/science.aap9112 screening a series of electrophiles and nucleophiles against 12 ligands (one blank), 8 bases (one blank), and four solvents.",CC-BY-SA-4.0,true,true,verified
ord_dataset-6a0bfcdf53a64c07987822162ae591e2,ord_dataset-6a0bfcdf53a64c07987822162ae591e2,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/6a/ord_dataset-6a0bfcdf53a64c07987822162ae591e2.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/6a/ord_dataset-6a0bfcdf53a64c07987822162ae591e2.parquet,,f970251d44ad75b68c8f6b8f3f28ff97f540fb7967d3bbc9b7338a7d7290ed3a,f970251d44ad75b68c8f6b8f3f28ff97f540fb7967d3bbc9b7338a7d7290ed3a,16175,3,synthesis of islatravir by biocatalytic cascade,"Reaction from Huffman, et al. Design of an in vitro biocatalytic cascade for the manufacture of islatravir, Science 6 Dec 2019 Vol 366, Issue 6470, pp. 1255-1259; https://doi.org/10.1126/science.aay8484",CC-BY-SA-4.0,true,true,verified
ord_dataset-7acd6ad2bf4d4cff841cad008ab726d5,ord_dataset-7acd6ad2bf4d4cff841cad008ab726d5,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/7a/ord_dataset-7acd6ad2bf4d4cff841cad008ab726d5.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/7a/ord_dataset-7acd6ad2bf4d4cff841cad008ab726d5.parquet,,b6dfe8e151a396c5332668c015bce764d23c667240e443495990205c66e4a1e5,b6dfe8e151a396c5332668c015bce764d23c667240e443495990205c66e4a1e5,72692,960,Aniline amide coupling reaction,"Amidation reactivities are evaluated with 10 anilines, 8 activators, 4 bases, 3 solvents with a fixed indomethacin carboxylic core.",CC-BY-SA-4.0,true,true,verified
ord_dataset-7d8f5fd922d4497d91cb81489b052746,ord_dataset-7d8f5fd922d4497d91cb81489b052746,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/7d/ord_dataset-7d8f5fd922d4497d91cb81489b052746.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/7d/ord_dataset-7d8f5fd922d4497d91cb81489b052746.parquet,,3d657d1eda5703b58b627565894890269b50b18e987709e70fd7968d83e59101,3d657d1eda5703b58b627565894890269b50b18e987709e70fd7968d83e59101,194483,1536,HTE Pd-catalyzed cross-coupling screen,Reactions from Experiment 2 of DOI: 10.1126/science.1259203,CC-BY-SA-4.0,true,true,verified
ord_dataset-805ad863feef48579d95d86a728035f4,ord_dataset-805ad863feef48579d95d86a728035f4,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/80/ord_dataset-805ad863feef48579d95d86a728035f4.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/80/ord_dataset-805ad863feef48579d95d86a728035f4.parquet,,31b7c4762145e5dad973050373cd967bdd85caf3a9858767c83a17fed6c4af36,31b7c4762145e5dad973050373cd967bdd85caf3a9858767c83a17fed6c4af36,5088296,50688,"High-throughput exploration of 50,688 Pd-, Ni- and Cu-catalysed C–N coupling reactions","50,688 C–N coupling reactions between 2 amines and 4 aryl halides were studied in a series of ultra-HTE screens using a 1536-well plate format. Catalyst (33 unique), ligand (164 unique), base (17 unique) and temperature were varied across Pd, Ni and Cu catalytic systems in diglyme, DMSO, and binary solvent mixtures. Assay yields were determined by UPLC-MS. Reactions were performed by the Cernak group at the University of Michigan, Ann Arbor, MI, and the publication is available at https://doi.org/10.1021/jacs.6c05959.",CC-BY-SA-4.0,true,true,verified
ord_dataset-89b083710e2d441aa0040c361d63359f,ord_dataset-89b083710e2d441aa0040c361d63359f,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/89/ord_dataset-89b083710e2d441aa0040c361d63359f.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/89/ord_dataset-89b083710e2d441aa0040c361d63359f.parquet,,9a5cbdae282df3da7249e7525b7ecb739e4892061abe1f66e62c3fd69736ad72,9a5cbdae282df3da7249e7525b7ecb739e4892061abe1f66e62c3fd69736ad72,21940,24,Coupling of α-carboxyl sp3-carbons with aryl halides,Substrate scopes (Figure 3 and 4A) from https://science.sciencemag.org/content/345/6195/437,CC-BY-SA-4.0,true,true,verified
ord_dataset-8d1e28ec1f6b4ee8ad372e0b5ed7a62e,ord_dataset-8d1e28ec1f6b4ee8ad372e0b5ed7a62e,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/8d/ord_dataset-8d1e28ec1f6b4ee8ad372e0b5ed7a62e.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/8d/ord_dataset-8d1e28ec1f6b4ee8ad372e0b5ed7a62e.parquet,,e4f7505229e29321b5615f32ec2edcf45c9bc531bee2810d2a8985319b7ee127,e4f7505229e29321b5615f32ec2edcf45c9bc531bee2810d2a8985319b7ee127,20904,27,Electroreductive Coupling of Alkenyl and Benzyl Halides,27-member library of coupling products from figures 2 and 3 of https://pubs.acs.org/doi/abs/10.1021/acscatal.9b01785,CC-BY-SA-4.0,true,true,verified
ord_dataset-99c23cf435dc42f1af884053bc8b11c7,ord_dataset-99c23cf435dc42f1af884053bc8b11c7,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/99/ord_dataset-99c23cf435dc42f1af884053bc8b11c7.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/99/ord_dataset-99c23cf435dc42f1af884053bc8b11c7.parquet,,e01a389cac3e6cce5746ef54dbe6b8d3040d764f987b1fc13790f5aeff5598fa,e01a389cac3e6cce5746ef54dbe6b8d3040d764f987b1fc13790f5aeff5598fa,210626,1111,Borylation dataset from Roche,"Borylation reactions which were extracted from the literature by Roche scientists and published in the SURF format (ChemRxiv, 2024, DOI: 10.26434/chemrxiv-2023-nfq7h)",CC-BY-SA-4.0,true,true,verified
ord_dataset-9b8aa9a7835143ef8ce3f70abfab7545,ord_dataset-9b8aa9a7835143ef8ce3f70abfab7545,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/9b/ord_dataset-9b8aa9a7835143ef8ce3f70abfab7545.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/9b/ord_dataset-9b8aa9a7835143ef8ce3f70abfab7545.parquet,,195765643b4aaad79d9ed82de6737a4855b9f2716e0bc0aa10cff950b7604d39,195765643b4aaad79d9ed82de6737a4855b9f2716e0bc0aa10cff950b7604d39,126909,1762,NiCOlit,Nickel-catalyzed cross-couplings extracted from organic reaction publications,CC-BY-SA-4.0,true,true,verified
ord_dataset-a12fa15d036d489c971b0b514caeae52,ord_dataset-a12fa15d036d489c971b0b514caeae52,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/a1/ord_dataset-a12fa15d036d489c971b0b514caeae52.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/a1/ord_dataset-a12fa15d036d489c971b0b514caeae52.parquet,,ea52ef52e2ecf3eb33d74ca3ffac14ef539357551d252fbc706e95f60c94fca6,ea52ef52e2ecf3eb33d74ca3ffac14ef539357551d252fbc706e95f60c94fca6,39322,288,Fig 7 data from Golden paper,Cross-coupling of 3-(1-chloroethyl)pyridine with a range of  nucleophiles. Data from Fig 7 of https://doi.org/10.1016/j.chempr.2024.04.001.,CC-BY-SA-4.0,true,true,verified
ord_dataset-ac78456835404910b3a4c840248b6ac9,ord_dataset-ac78456835404910b3a4c840248b6ac9,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/ac/ord_dataset-ac78456835404910b3a4c840248b6ac9.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/ac/ord_dataset-ac78456835404910b3a4c840248b6ac9.parquet,,52a9d0084abc051a792bfb71501af03ec13bdabc24a7db4e33b7223ddf8c884c,52a9d0084abc051a792bfb71501af03ec13bdabc24a7db4e33b7223ddf8c884c,126388,1728,Nano CN PhotoChemistry Informers Library,https://doi.org/10.1021/acs.accounts.0c00760 Data from Figure S12. Data from experiment 2. Yields of products calculated by UPLC-MS using product standards.,CC-BY-SA-4.0,true,true,verified
ord_dataset-b440f8c90b6343189093770060fc4098,ord_dataset-b440f8c90b6343189093770060fc4098,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/b4/ord_dataset-b440f8c90b6343189093770060fc4098.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/b4/ord_dataset-b440f8c90b6343189093770060fc4098.parquet,,d289e2e9fbb77df61faadeb65cfadfbee0216b05a7d209b3ae3b3aca04a9993a,d289e2e9fbb77df61faadeb65cfadfbee0216b05a7d209b3ae3b3aca04a9993a,111495,1152,Photodehalogenation_HTE_estimated_conv_at_5hr,"Ref: Bernhard, S. et al ""High-throughput Synthesis and Screening of Iridium(III) Photocatalysts for the Fast and Chemoselective Dehalogenation of Aryl Bromides""  ACS Catal. 2020, 10, 6977−6987. https://dx.doi.org/10.1021/acscatal.0c02247",CC-BY-SA-4.0,true,true,verified
ord_dataset-bc349c19b4384756a2aee8aa525b6c2a,ord_dataset-bc349c19b4384756a2aee8aa525b6c2a,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/bc/ord_dataset-bc349c19b4384756a2aee8aa525b6c2a.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/bc/ord_dataset-bc349c19b4384756a2aee8aa525b6c2a.parquet,,d4dbdaba59ac728696dea5bc0cafed5c5ab3236cc37da6e29b73e8a792f3b4a3,d4dbdaba59ac728696dea5bc0cafed5c5ab3236cc37da6e29b73e8a792f3b4a3,17150,96,Reizman Suzuki Cross-Coupling,"Reactions from Reizman, et al. Suzuki–Miyaura cross-coupling optimization enabled by automated feedback. React. Chem. Eng., 2016,1, 658-666; https://doi.org/10.1039/C6RE00153J",CC-BY-SA-4.0,true,true,verified
ord_dataset-c5b00523487a4211a194160edf45e9ab,ord_dataset-c5b00523487a4211a194160edf45e9ab,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/c5/ord_dataset-c5b00523487a4211a194160edf45e9ab.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/c5/ord_dataset-c5b00523487a4211a194160edf45e9ab.parquet,,73c04ce2acaf6cf2b6b3ecda8c623d2a321435f1f5830aedb0a0f1afd562bdc4,73c04ce2acaf6cf2b6b3ecda8c623d2a321435f1f5830aedb0a0f1afd562bdc4,179304,1430,Dataset from `Ultra-high-throughput mapping of the chemical space of asymmetric catalysis enables accelerated reaction discovery`,"Full factorial of the alpha-asymmetric alkylation of aldehydes with photoredox and organocatalysis [10 bromoacetophenones x 13 photocatalysts x 11 organocatalysts, 1430 total reactions]. Enantioselectivity determined by ion mobility mass spectrometry.",CC-BY-SA-4.0,true,true,verified
ord_dataset-c703268ea43a4c7e802c6048b6166b34,ord_dataset-c703268ea43a4c7e802c6048b6166b34,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/c7/ord_dataset-c703268ea43a4c7e802c6048b6166b34.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/c7/ord_dataset-c703268ea43a4c7e802c6048b6166b34.parquet,,159472bff84a548cb2def33ae92ff36c27139271372e38e70bba8eea152760d3,159472bff84a548cb2def33ae92ff36c27139271372e38e70bba8eea152760d3,16939,120,Bayesian optimization of 5 decarboxylative olefination reactions,"The decarboxylative olefination reaction between 5 pairings of aldehydes and malonic acid half-thioesters were studied in a Bayesian optimization campaign of 120 reaction datapoints. For each pairing, the catalyst, solvent, temperature and equivalents were optimized across 4 rounds of 6 experiments. Reactions were performed by the Alan R. Healy group at New York University Abu Dhabi, and the pre-print publication is available on ChemRxiv at https://doi.org/10.26434/chemrxiv.15001213/v1. This dataset was used as training data for a subsequent transfer learning optimization of similar aldehydes and malonic acid derivatives, which is also available on ORD (ord_dataset-dc0249930af34d17a3c76881a762aebf).",CC-BY-SA-4.0,true,true,verified
ord_dataset-cbcc4048add7468e850b6ec42549c70d,ord_dataset-cbcc4048add7468e850b6ec42549c70d,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/cb/ord_dataset-cbcc4048add7468e850b6ec42549c70d.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/cb/ord_dataset-cbcc4048add7468e850b6ec42549c70d.parquet,,fd62fb8331a5d2d68337882bd711d04f085b6beec7ef1283945f7f72a8cefb81,fd62fb8331a5d2d68337882bd711d04f085b6beec7ef1283945f7f72a8cefb81,30311,288,Pd-catalyzed Buchwald-Hartwig C-N cross-coupling,"A palladium-catalyzed Buchwald-Hartwig cross coupling reaction with different precatalysts with different ligands, and bases.",CC-BY-SA-4.0,true,true,verified
ord_dataset-ce5045aceb214cfc8bfd0ef3031e2737,ord_dataset-ce5045aceb214cfc8bfd0ef3031e2737,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/ce/ord_dataset-ce5045aceb214cfc8bfd0ef3031e2737.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/ce/ord_dataset-ce5045aceb214cfc8bfd0ef3031e2737.parquet,,fba1e4a5d3f30708bb925e0d0b93d420c26b17707f45fceb34e579f5f624c772,fba1e4a5d3f30708bb925e0d0b93d420c26b17707f45fceb34e579f5f624c772,10361,96,N-vinyl pyrrolidone Mizoroki-Heck,"Mizoroki-Heck couplings with Ni and Pd, 4 x 96 well-plates, Newman 2023",CC-BY-SA-4.0,true,true,verified
ord_dataset-d26118acda314269becc35db5c22dc59,ord_dataset-d26118acda314269becc35db5c22dc59,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/d2/ord_dataset-d26118acda314269becc35db5c22dc59.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/d2/ord_dataset-d26118acda314269becc35db5c22dc59.parquet,,0a600968a24eff0a440e30685b2cb7b62030693605574105eb57b7f07329700b,0a600968a24eff0a440e30685b2cb7b62030693605574105eb57b7f07329700b,130893,1728,Shields Arylation,"Reactions from Shields, B.J., Stevens, J., Li, J. et al. Bayesian reaction optimization as a tool for chemical synthesis. Nature 590, 89–96 (2021). https://doi.org/10.1038/s41586-021-03213-y",CC-BY-SA-4.0,true,true,verified
ord_dataset-d319c2a22ecf4ce59db1a18ae71d529c,ord_dataset-d319c2a22ecf4ce59db1a18ae71d529c,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/d3/ord_dataset-d319c2a22ecf4ce59db1a18ae71d529c.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/d3/ord_dataset-d319c2a22ecf4ce59db1a18ae71d529c.parquet,,d8f8b29f790e168b7f44dcbdd2ca88829bdaea6be54a31369fd964cf9c01da82,d8f8b29f790e168b7f44dcbdd2ca88829bdaea6be54a31369fd964cf9c01da82,30188,264,Pd_CN_Coupling_Informer_Library,"Ref: Chem. Sci., 2016, 7, 2604. doi: 10.1039/c5sc04751j This palladium catalyzed C-N cross coupling dataset is the first 8 rows of Figure 4D",CC-BY-SA-4.0,true,true,verified
ord_dataset-d92976309c3a48a3a64a4cf5e7048086,ord_dataset-d92976309c3a48a3a64a4cf5e7048086,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/d9/ord_dataset-d92976309c3a48a3a64a4cf5e7048086.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/d9/ord_dataset-d92976309c3a48a3a64a4cf5e7048086.parquet,,78c17145099d29458960ffcb6cec7a8987efeae06b100004be2255ff28e54994,78c17145099d29458960ffcb6cec7a8987efeae06b100004be2255ff28e54994,3784674,39347,39k HTE dataset from Pfizer,"39,000 HTE reactions from Pfizer, as reported in DOI.1038\s41557-023-01393-w. Additional data preparation has been performed to record solvents and reagents as components with smiles strings.",CC-BY-SA-4.0,true,true,verified
ord_dataset-dc0249930af34d17a3c76881a762aebf,ord_dataset-dc0249930af34d17a3c76881a762aebf,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/dc/ord_dataset-dc0249930af34d17a3c76881a762aebf.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/dc/ord_dataset-dc0249930af34d17a3c76881a762aebf.parquet,,baaa0748a4a561705df275c3152a67ef52605a33249f674129f24c1abecfb2b9,baaa0748a4a561705df275c3152a67ef52605a33249f674129f24c1abecfb2b9,20160,136,Transfer learning optimization of 26 decarboxylative olefination reactions,"The decarboxylative olefination reaction between 26 pairings of aldehydes and malonic acid derivatives were studied in a transfer learning optimization campaign of 136 reaction datapoints. For each pairing, the catalyst, solvent, temperature and equivalents were optimized across several iterations of 2 experiments. Reactions were performed by the Alan R. Healy group at New York University Abu Dhabi, and the pre-print publication is available on ChemRxiv at https://doi.org/10.26434/chemrxiv.15001213/v1. This transfer learning dataset was trained with the 120-experiment dataset from a Bayesian optimization campaign which is also available on ORD (ord_dataset-c703268ea43a4c7e802c6048b6166b34).",CC-BY-SA-4.0,true,true,verified
ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/e7/ord_dataset-e7830cd6b11158b43994ccfb5ee9acb3.parquet,,428d777066426504896fc2a0352838caba173518056ce83b387d9701f67af08e,428d777066426504896fc2a0352838caba173518056ce83b387d9701f67af08e,104636029,409035,Training data from https://doi.org/10.1039/C8SC04228D,409035 reaction SMILES downloaded from https://github.com/connorcoley/rexgen_direct,CC-BY-SA-4.0,true,true,verified
ord_dataset-eeba974d3c284aed86d1c1d442260a1e,ord_dataset-eeba974d3c284aed86d1c1d442260a1e,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/ee/ord_dataset-eeba974d3c284aed86d1c1d442260a1e.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/ee/ord_dataset-eeba974d3c284aed86d1c1d442260a1e.parquet,,dbf6dae9521463c542fa8abccd2a078742c8052c0af11db842d200d94403fac6,dbf6dae9521463c542fa8abccd2a078742c8052c0af11db842d200d94403fac6,36161,376,HTE Suzuki coupling dataset,Pd-catalyzed Suzuki coupling HTE dataset from Figure 2 of doi:10.1021/jacs.2c08592,CC-BY-SA-4.0,true,true,verified
ord_dataset-fc83743b978f4deea7d6856deacbfe53,ord_dataset-fc83743b978f4deea7d6856deacbfe53,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/fc/ord_dataset-fc83743b978f4deea7d6856deacbfe53.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/fc/ord_dataset-fc83743b978f4deea7d6856deacbfe53.parquet,,14095b49acb35adf50d1ff065d7b9d2ccf01d37f57ccaebbb6ce8eddfd11f484,14095b49acb35adf50d1ff065d7b9d2ccf01d37f57ccaebbb6ce8eddfd11f484,12354,80,Deoxyfluorination screen,Reactions from Figure 1 of DOI: 10.1021/jacs.8b01523,CC-BY-SA-4.0,true,true,verified
ord_dataset-feaf1b793c6d408aaec1cac7cc3ceadc,ord_dataset-feaf1b793c6d408aaec1cac7cc3ceadc,https://github.com/open-reaction-database/ord-data.git,83f971f586f6ad18f358ae4ae99d045e94ed2066,data/fe/ord_dataset-feaf1b793c6d408aaec1cac7cc3ceadc.parquet,https://github.com/open-reaction-database/ord-data/blob/83f971f586f6ad18f358ae4ae99d045e94ed2066/data/fe/ord_dataset-feaf1b793c6d408aaec1cac7cc3ceadc.parquet,,ebefbe9aba687f182d4f068e94be0f7fd71d1189bdb2eff2aca6fedf4d522bf3,ebefbe9aba687f182d4f068e94be0f7fd71d1189bdb2eff2aca6fedf4d522bf3,37643,130,Minisci dataset from Roche,"Minisci reactions which were extracted from the literature by Roche scientists and published in the SURF format (ChemRxiv, 2024, DOI: 10.26434/chemrxiv-2023-nfq7h)",CC-BY-SA-4.0,true,true,verified
