reactant-1,reagent-1,reagent-2,reagent-3,reagent-4,reagent-5,catalyst-1,catalyst-2,solvent-1,solvent-2,product,temperature_c,reaction_time_s,yield_percent
Brc1cnc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2c[nH]c3ncc(Br)cc23)OC1(C)C,80.0,86400.0,65.0
Oc1ccc2ccccc2c1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CCN(CC)CC,CC(C)(O)C(C)(C)O,C1COB(B2OCCO2)O1,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,ClC(Cl)Cl,Cc1ccccc1,CC1(C)OB(c2cc3ccccc3cc2O)OC1(C)C,80.0,10800.0,67.0
CNC(=O)c1ccc(OC)cc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,c1ccc(-c2ccccn2)nc1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CNC(=O)c1ccc(OC)cc1B1OC(C)(C)C(C)(C)O1,60.0,345600.0,64.0
CSc1cccc(C(C)C)c1,FC(F)(F)C1COB(c2ccccc2-c2ccc(-c3ccccn3)nc2)O1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CSc1cc(C(C)C)ccc1B1OC(C)(C)C(C)(C)O1,55.0,86400.0,62.0
Cc1cccc(Br)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OBOC1(C)C,,,,,,C1COCCO1,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,41.0
O=C(c1ccccc1)N1CCCCCC1,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,CC(C)(C)O.[K],C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],C1CCOC1,,CC1(C)OB(c2cccc(C(=O)N3CCCCCC3)c2)OC1(C)C,80.0,43200.0,76.0
CN(C)N=Cc1ccccc1,CC1(C)OBOC1(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,C(=NN(Cc1ccccc1)Cc1ccccc1)c1ccccn1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CN(C)N=Cc1ccccc1B1OC(C)(C)C(C)(C)O1,80.0,57600.0,80.0
Brc1ccc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl-].[Cl-].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2cc(Br)cc3cc[nH]c23)OC1(C)C,80.0,21600.0,55.0
Cc1ccc2c(ccn2[Si](C(C)C)(C(C)C)C(C)C)c1,CCN(CC)CC,CC(C)(O)C(C)(C)O,B1Oc2ccccc2O1,,,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,Cc1ccccc1,,Cc1ccc2c(c1)c(B1OC(C)(C)C(C)(C)O1)cn2[Si](C(C)C)(C(C)C)C(C)C,120.0,259200.0,75.0
Cc1cccc(Br)c1,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CCN(CC)CC,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,27.0
COc1cccc(C=O)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OBOC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,CN,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,COc1cc(C=O)cc(B2OC(C)(C)C(C)(C)O2)c1,90.0,43200.0,89.0
CN(C)c1cccc(Cl)c1,CCN(CC)CC,CC(C)(O)C(C)(C)O,B1Oc2ccccc2O1,,,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,Cc1ccccc1,,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)c(Cl)c1,120.0,172800.0,66.0
CC(C)[Si](C(C)C)(C(C)C)n1ccc2ccccc21,C1=CC2C=CC1C2,CCN(CC)CC,CC(C)(O)C(C)(C)O,B1Oc2ccccc2O1,,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,Cc1ccccc1,,CC(C)[Si](C(C)C)(C(C)C)n1cc(B2OC(C)(C)C(C)(C)O2)c2ccccc21,25.0,172800.0,61.0
CC(C)(C)C(=O)n1ccc2ccccc21,CC(C)(O)C(C)(C)O,BrB(Br)Br,,,,,,,,CC(C)(C)C(=O)n1ccc2cccc(B3OC(C)(C)C(C)(C)O3)c21,25.0,57600.0,65.0
Fc1ccc2cc[nH]c2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,Cc1cc(C)c(-n2ccn(-c3c(C)cc(C)cc3C)[c]2=[Ni]=[c]2n(-c3c(C)cc(C)cc3C)ccn2-c2c(C)cc(C)cc2C)c(C)c1,,CCCCCC,,CC1(C)OB(c2c[nH]c3cc(F)ccc23)OC1(C)C,60.0,14400.0,70.0
CCOC(=O)c1cccc(F)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CCN(C(C)C)C(C)C,,CCOC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,60.0,43200.0,54.0
Fc1cccc2cc[nH]c12,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,Cc1cc(C)c(-n2ccn(-c3c(C)cc(C)cc3C)[c]2=[Ni]=[c]2n(-c3c(C)cc(C)cc3C)ccn2-c2c(C)cc(C)cc2C)c(C)c1,,CCCCCC,,CC1(C)OB(c2c[nH]c3c(F)cccc23)OC1(C)C,60.0,14400.0,42.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=P(O)(O)O.[K],O=S(=O)(O)OOS(=O)(=O)O.[K],,,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(c2ccccc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,43200.0,40.0
CC(C)(C)OC(=O)NC=Cc1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCCCC1,,CC(C)(C)OC(=O)NC=C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,100.0,172800.0,73.0
Cc1cccc(Br)c1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OBOC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,CN1CCCC1=O,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,25.0
CC(C)(C)OC(=O)NC1CC1,CC1(C)OBOC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCCCC1,,CC(C)(C)OC(=O)NC1CC1B1OC(C)(C)C(C)(C)O1,80.0,64800.0,2.0
CN(C(=O)C(F)(F)F)c1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],CC(C)(C)O.[K],C1CCOC1,,CN(C(=O)C(F)(F)F)c1cccc(B2OC(C)(C)C(C)(C)O2)c1,80.0,43200.0,69.0
CN(C)c1ccccc1,CCN(CC)CC,B1Oc2ccccc2O1,CC(C)(O)C(C)(C)O,,,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,ClCCCl,,CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,100.0,144000.0,98.0
COc1cccc(F)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,COc1ccccn1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,COc1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,80.0,57600.0,4.0
Cc1nc2cc(Br)ccc2o1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1nc2cc(Br)cc(B3OC(C)(C)C(C)(C)O3)c2o1,25.0,79200.0,86.0
CCN(CC)C(=O)c1cccc(F)c1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CCN(CC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,50.0,86400.0,94.0
c1ccc2c(-c3nccc4ccccc34)cccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CCN(CC)Cc1ccccn1,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2ccc3ccccc3c2-c2nccc3ccccc23)OC1(C)C,25.0,86400.0,5.0
COc1cccc(OC)c1OC,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,COc1cc(B2OC(C)(C)C(C)(C)O2)cc(OC)c1OC,80.0,9000.0,74.0
Fc1cccc(-c2ccccc2)c1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2ccc(-c3ccccc3)cc2F)OC1(C)C,50.0,86400.0,32.0
C1CCOC1,Cc1cnc2c(ccc3c(Cl)c(C)cnc32)c1Cl,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,,,,CC1(C)OB(C2CCOC2)OC1(C)C,100.0,172800.0,23.0
Cc1cccc(N(C)C)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,54.0
Cc1cc(C)[nH]n1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1n[nH]c(C)c1B1OC(C)(C)C(C)(C)O1,80.0,75600.0,70.0
CNC(=O)c1ccccc1,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,CC(C)(C)O.[K],C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],C1CCOC1,,CNC(=O)c1cccc(B2OC(C)(C)C(C)(C)O2)c1,80.0,43200.0,15.0
COC(=O)c1cccc(SC)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,FC(F)(F)C1COB(c2ccccc2-c2ccc(-c3ccccn3)nc2)O1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,COC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(SC)c1,55.0,86400.0,89.0
CSc1cccc(N(C)C)c1,FC(F)(F)C1COB(c2ccccc2-c2ccc(-c3ccccn3)nc2)O1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CSc1cc(N(C)C)ccc1B1OC(C)(C)C(C)(C)O1,55.0,86400.0,76.0
COc1cccc(OC)c1,CC1(C)OBOC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1COCCO1,,COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1,80.0,28800.0,87.0
CSc1ccccc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OB(c2ccccc2-c2ccc(-c3ccccn3)nc2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CSc1ccccc1B1OC(C)(C)C(C)(C)O1,55.0,86400.0,31.0
COC(=O)C(C)c1cccc(F)c1,COc1ccccn1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,COC(=O)C(C)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,80.0,57600.0,5.0
c1ccc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,Cc1cc(C)c(-n2ccn(-c3c(C)cc(C)cc3C)[c]2=[Ni]=[c]2n(-c3c(C)cc(C)cc3C)ccn2-c2c(C)cc(C)cc2C)c(C)c1,,Cc1ccccc1,,CC1(C)OB(c2c[nH]c3ccccc23)OC1(C)C,60.0,14400.0,30.0
Cc1cccc(N(C)C)c1,CC1(C)OBOC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,c1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccccc2)cc1,,,,,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,29.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1ccc(F)cc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1ccc(S(=O)(=O)O)cc1.[Na],O=C(C=Cc1ccc(C(F)(F)F)cc1)C=Cc1ccc(C(F)(F)F)cc1,O=S(=O)(O)OOS(=O)(=O)O.[K],,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(c2cc(F)ccc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,86400.0,75.0
COc1cccc(OC)n1,c1ccc(N2B(B3Nc4ccccc4N3c3ccccn3)Nc3ccccc32)nc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,COC1CCCC1,,COc1cc(B2OC(C)(C)C(C)(C)O2)cc(OC)n1,100.0,57600.0,69.0
Fc1cccc(-c2ccccc2)c1,COc1ccccn1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2ccc(-c3ccccc3)cc2F)OC1(C)C,80.0,57600.0,3.0
COc1cccc(OC)c1,CC1(C)OBOC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,,,,CCN(C(C)C)C(C)C,,COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1,80.0,28800.0,89.0
Cc1cccc(N(C)C)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,89.0
O=C(Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1ccccc1,Cc1ccc(S(=O)(=O)O)cc1.[Na],CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=S(=O)(O)OOS(=O)(=O)O.[K],,,,,CC#N,,CC1(C)OB(c2ccccc2C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)OC1(C)C,80.0,43200.0,24.0
COc1cccc(C(=O)N(C(C)C)C(C)C)c1OC,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],CC(C)(C)O.[K],C1CCOC1,,COc1cc(B2OC(C)(C)C(C)(C)O2)cc(C(=O)N(C(C)C)C(C)C)c1OC,80.0,43200.0,86.0
Cc1cccc(Br)c1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,21.0
CCOC(=O)c1cccc(F)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)O.[K],O=c1ccc2cccc(-c3ccc(-c4ccccn4)nc3)c2[nH]1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CCOC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,80.0,43200.0,69.0
Fc1cccc2[nH]ccc12,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,Cc1cc(C)c(-n2ccn(-c3c(C)cc(C)cc3C)[c]2=[Ni]=[c]2n(-c3c(C)cc(C)cc3C)ccn2-c2c(C)cc(C)cc2C)c(C)c1,,CCCCCC,,CC1(C)OB(c2c[nH]c3cccc(F)c23)OC1(C)C,60.0,14400.0,85.0
COC(=O)C(NC(=O)c1ccccc1)C(C)C,Cc1[nH]c2c(NC(=O)c3ccc(-c4ccccn4)nc3)cccc2c1C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,COC(=O)C(NC(=O)c1ccccc1B1OC(C)(C)C(C)(C)O1)C(C)C,60.0,345600.0,63.0
COc1cccc(OC)c1OC,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,COc1cc(B2OC(C)(C)C(C)(C)O2)cc(OC)c1OC,25.0,9000.0,13.0
CC1(C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)CCCCCC1,CC(=O)O,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,O=C(O)O.[K],COc1cc(OC)c2ccccc2n1,CC[N+](CC)(CC)CC.F[B-](F)(F)F,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(CC2(C(=O)Nc3c(F)c(F)c(C(F)(F)F)c(F)c3F)CCCCCC2)OC1(C)C,80.0,54000.0,68.0
CC(C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)N1C(=O)c2ccccc2C1=O,CC(=O)O,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC[N+](CC)(CC)CC.F[B-](F)(F)F,O=C(O)O.[K],COc1cc(OC)c2ccccc2n1,CC(=O)O.[Pd],,CC#N,,CC1(C)OB(CC(C(=O)Nc2c(F)c(F)c(C(F)(F)F)c(F)c2F)N2C(=O)c3ccccc3C2=O)OC1(C)C,80.0,54000.0,73.0
Clc1ccc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl-].[Cl-].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2cc(Cl)cc3cc[nH]c23)OC1(C)C,80.0,14400.0,64.0
Cc1cccc(Br)c1,CC1(C)OBOC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,39.0
Cc1cccc(N(C)C)c1,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,,C1CCOC1,,Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,80.0,28800.0,79.0
Cc1cccc(Br)c1,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,CC1(C)OBOC1(C)C,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,52.0
c1ccc2[nH]ccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,Cc1cc(C)c(-n2ccn(-c3c(C)cc(C)cc3C)[c]2=[Ni]=[c]2n(-c3c(C)cc(C)cc3C)ccn2-c2c(C)cc(C)cc2C)c(C)c1,,COC(C)(C)C,,CC1(C)OB(c2c[nH]c3ccccc23)OC1(C)C,60.0,14400.0,8.0
CSc1cccc([Si](C)(C)C)c1,FC(F)(F)C1COB(c2ccccc2-c2ccc(-c3ccccn3)nc2)O1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CSc1cc([Si](C)(C)C)ccc1B1OC(C)(C)C(C)(C)O1,55.0,86400.0,83.0
Cc1cccc(Br)c1,CC1(C)OBOC1(C)C,C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,,,,,,CCN(C(C)C)C(C)C,,Cc1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,25.0,14400.0,35.0
CSc1cccc(C(=O)N(C)C)c1,FC(F)(F)C1COB(c2ccccc2-c2ccc(-c3ccccn3)nc2)O1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,Cc1ccc(C)cc1,,CSc1cc(C(=O)N(C)C)ccc1B1OC(C)(C)C(C)(C)O1,55.0,86400.0,77.0
CC(C)(CC(F)(F)F)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,COc1cc(OC)c2ccccc2n1,O=C(O)O.[K],CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(=O)O,CC[N+](CC)(CC)CC.F[B-](F)(F)F,CC(=O)O.[Pd],,CC#N,,CC(CB1OC(C)(C)C(C)(C)O1)(CC(F)(F)F)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,80.0,54000.0,82.0
c1cc2cc[nH]c2cn1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2c[nH]c3cnccc23)OC1(C)C,80.0,64800.0,47.0
Oc1ccc(Br)cc1Cl,CC1(C)OBOC1(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCCCC1,,CC1(C)OB(c2cc(Br)cc(Cl)c2O)OC1(C)C,80.0,86400.0,75.0
O=C(NCc1ccccc1)c1ccc2ccccc2c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1[nH]c2c(NC(=O)c3ccc(-c4ccccn4)nc3)cccc2c1C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CC1(C)OB(c2cc3ccccc3cc2C(=O)NCc2ccccc2)OC1(C)C,60.0,345600.0,64.0
CCOC(=O)c1cccnc1C(=O)OCC,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[OH2+].C[OH2+].[Ir].[Ir],,C1CCOC1,,CCOC(=O)c1cc(B2OC(C)(C)C(C)(C)O2)cnc1C(=O)OCC,80.0,43200.0,95.0
