reactant-1,reactant-2,reagent-1,catalyst-1,catalyst-2,solvent-1,solvent-2,solvent-3,solvent-4,solvent-5,solvent-6,solvent-7,solvent-8,solvent-9,solvent-10,product,temperature_c,reaction_time_s,yield_percent
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(=O)[O-].[Cs+],c1ccc(-c2ccc3ccc4ccc(-c5ccccc5)nc4c3n2)cc1,CC1=CC(C)=[O]->[Pd]2([O]1)[O]C(C)=CC(C)=[O]->2,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[Na+],O=C(O)C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,[Cu][Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,11.235225677490234
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],CN(C)c1ccccc1P(C(C)(C)C)C(C)(C)C,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Li+],Cc1ccccc1-c1ccccc1P(C(C)(C)C)C(C)(C)C,O=S1C(c2ccccc2)=[C]2(c3ccccc3)->[Ni]3(<-[CH]4=CCC[CH]->3=CCC4)<-[C]1(c1ccccc1)=C2c1ccccc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[N-][Si](C)(C)C.[Li+],Clc1ccc(-n2cc[n+](-c3ccc(Cl)cc3)c2)cc1.[Cl-],C1=[CH]2->[Ni]3(<-[CH](=CCC2)CC1)<-[CH]1=CCC[CH]->3=CCC1,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,1.1100000143051147
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=P([O-])([O-])[O-].[K+],O=C(O)C(=O)Nc1c(F)c(F)c(F)c(F)c1F,CC(=O)[O][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,[Cl][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C[Si](C)(C)[O-].[Na+],C1CCC(P(C2CCCCC2)[c]23->[Fe+2]456789%10(<-[cH]([cH]->4[cH-]->52)[cH]->63)<-[cH]2[cH]->7[cH-]->8[c]->9(P(C3C4CC5CC(C4)CC3C5)C3C4CC5CC(C4)CC3C5)[cH]->%102)CC1,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],,[Cu][Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C1CCC2=NCCCN2CC1,CC(C)(C)P(C(C)(C)C)[c]12->[Fe+2]3456789(<-[cH]([cH]->3[cH-]->41)[cH]->52)<-[cH]1[cH]->6[cH-]->7[c]->8(P(C(C)(C)C)C(C)(C)C)[cH]->91,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC(=O)[O][Pd][O]C(C)=O,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(=O)[O-].[Cs+],CC(C)P(C(C)C)[c]12->[Fe+2]3456789(<-[cH]([cH]->3[cH-]->41)[cH]->52)<-[cH]1[cH]->6[cH-]->7[c]->8(P(C2C3CC4CC(C3)CC2C4)C2C3CC4CC(C3)CC2C4)[cH]->91,[Cu][I],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Ic1cccnc1,c1ccc(C2CCNCC2)cc1,O=C([O-])[O-].[Cs+],O=S(=O)([O-])CCCC[N+]12CN3CN(CP(C3)C1)C2,[Cu][O][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[K+],CCOC(=O)c1ccnc(-c2cc(C(=O)OCC)ccn2)c1,CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)->[Ni](<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],COc1ccc(C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1P(C(C)(C)C)C(C)(C)C,,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Li+],c1ccc(-c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,O=S1C(c2ccccc2)=[C]2(c3ccccc3)->[Ni]3(<-[CH]4=CCC[CH]->3=CCC4)<-[C]1(c1ccccc1)=C2c1ccccc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC1=CC(C)=[O]->[Ni]2([O]1)[O]C(C)=CC(C)=[O]->2,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[Na+],CC(C)(C)P(C(C)(C)C)[c]12->[Fe+2]3456789(<-[cH]([cH]->3[cH-]->41)[cH]->52)<-[c]1(-c2ccccc2)[c]->6(-c2ccccc2)[c]->7(-c2ccccc2)[c-]->8(-c2ccccc2)[c]->91-c1ccccc1,,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C1CCC2=NCCCN2CC1,O=C(N[C@H]1CCCC[C@@H]1NC(=O)c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12)c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],c1cnc2c(c1)ccc1cccnc12,CC(=O)[O][Pd][O]C(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.6299999952316284
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[N-][Si](C)(C)C.[Li+],CC(C)(C)[P]1(C(C)(C)C)[c]23->[Fe+2]456789%10(<-[cH]([cH]->4[cH-]->52)[cH]->63)<-[cH]2[cH]->7[cH-]->8[c]->9([P](C(C)(C)C)(C(C)(C)C)->[Pd]<-1([Cl])[Cl])[cH]->%102,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[CH]1[Cu][Cl],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,4.53000020980835
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],CC(C)(C)n1c[n+](C(C)(C)C)c2ccccc21.[Cl-],[Cu][Br],COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],O=C(NCc1ccco1)C(=O)NCc1ccco1,[Cl][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,2.319999933242798
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,C[O]1CC[O](C)->[Ni]<-1([Cl])[Cl],COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,O=C([O-])[O-].[K+],FC(F)(F)c1ccnc(-c2cc(C(F)(F)F)ccn2)c1,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[Na+],c1ccc(P(c2ccccc2)[c]23->[Fe+2]456789%10(<-[cH]([cH]->4[cH-]->52)[cH]->63)<-[cH]2[cH]->7[cH-]->8[c]->9(P(c3ccccc3)c3ccccc3)[cH]->%102)cc1,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],CCP(CC)c1ccc(N(C)C)cc1,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Na+],COc1cccc(OC)c1NC(=O)C(=O)O,[Cl][Cu],COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[K+],Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,O=C1[CH](=Cc2ccccc2)->[Pd]2(<-[CH]1=Cc1ccccc1)<-[CH](=Cc1ccccc1)C(=O)[CH]->2=Cc1ccccc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,[Br][Ni][Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,O=P([O-])([O-])[O-].[K+],c1cnc2c(c1)ccc1cccnc12,CC1=C(C)N(c2c(C(C)C)cccc2C(C)C)[CH]([Ni]2<-[CH2]=CCCC=[CH2]->2)N1c1c(C(C)C)cccc1C(C)C,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[K+],COc1ccnc(-c2cc(OC)ccn2)c1,CC(=O)[O][Cu][O]C(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)[c]23->[Fe+2]456789%10(<-[cH]([cH]->4[cH-]->52)[cH]->63)<-[cH]2[cH]->7[cH-]->8[c]->9(P(c3ccccc3)c3ccccc3)[cH]->%102)cc1,CC(=O)[O][Pd][O]C(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(=O)[O-].[Cs+],CCCCc1c(F)c(F)c(-c2c(C(C)C)cc(C(C)C)c(-c3cccc(OC)c3P(C34CC5CC(CC(C5)C3)C4)C34CC5CC(CC(C5)C3)C4)c2C(C)C)c(F)c1F,[Cu][Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=C(N[C@H]1CCCC[C@@H]1NC(=O)c1ccccc1P(c1ccccc1)c1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1,O=C1[CH](=Cc2ccccc2)->[Pd]2(<-[CH]1=Cc1ccccc1)<-[CH](=Cc1ccccc1)C(=O)[CH]->2=Cc1ccccc1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,CC(C)(C)[O-].[K+],O=C(O)[C@@H]1CCCN1,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[CH]1[Cu][Cl],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,5.760000228881836
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Na+],CC(C)(C)P(c1cccn1-c1ccccc1)C(C)(C)C,C[CH](=Cc1ccccc1)->[Pd]1<-[Cl][Pd](<-[Cl]1)<-[CH](C)=Cc1ccccc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[K+],FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,C[CH](=Cc1ccccc1)->[Pd]1<-[Cl][Pd](<-[Cl]1)<-[CH](C)=Cc1ccccc1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[K+],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)->[Ni](<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1,Cc1cccc(C)c1,CS(C)=O,Cc1cccc(C)c1,CS(C)=O,Cc1cccc(C)c1,CS(C)=O,Cc1cccc(C)c1,CS(C)=O,Cc1cccc(C)c1,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,2.990000009536743
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=P([O-])([O-])[O-].[K+],CC(C)(C)n1c[n+](C(C)(C)C)c2ccccc21.[Cl-],CC(=O)[O][Pd][O]C(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=C([O-])[O-].[K+],O=C(O)[C@@H]1C[C@@H](O)CN1,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[N-][Si](C)(C)C.[Li+],[Cl-].c1c[n+](C2CCCCC2)cn1C1CCCCC1,,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,2.690000057220459
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,O=P([O-])([O-])[O-].[K+],Cc1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[CH]2[Cu][Cl])c(C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[K+],,CC1=CC(C)=[O]->[Ni]2([O]1)[O]C(C)=CC(C)=[O]->2,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)(C)P(C(C)(C)C)[c]12->[Fe+2]3456789(<-[cH]([cH]->3[cH-]->41)[cH]->52)<-[cH]1[cH]->6[cH-]->7[c]->8(P(C(C)(C)C)C(C)(C)C)[cH]->91,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(=O)[O-].[Cs+],COc1ccc(C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1P(C(C)(C)C)C(C)(C)C,[Cu][I],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C1CCC2=NCCCN2CC1,c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,CC#[N]->[Cu+](<-[N]#CC)(<-[N]#CC)<-[N]#CC.O=S(=O)([O-])C(F)(F)F,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C1CCC2=NCCCN2CC1,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,O=C1[CH](=Cc2ccccc2)->[Pd]2<-[CH](=Cc3ccccc3)C(=O)[CH](=Cc3ccccc3)->[Pd](<-[CH]1=Cc1ccccc1)<-[CH](=Cc1ccccc1)C(=O)[CH]->2=Cc1ccccc1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C[Si](C)(C)[O-].[Na+],Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1,CC(C)(C)C1=CC(=[O]->[Ni]2([O]1)[O]C(=CC(=[O]->2)C(C)(C)C)C(C)(C)C)C(C)(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],CC(C)(C)P(c1ccccc1)c1ccccc1,CC(=O)[O][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,2.9200000762939453
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[N-][Si](C)(C)C.[Li+],Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,[Cl][Cu],COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,8.180000305175781
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[K+],COc1ccnc(-c2cc(OC)ccn2)c1,CC(=O)[O][Cu][O]C(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,18.521886825561523
FC(F)(F)c1ccc(I)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1,[Cu][I],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[N-][Si](C)(C)C.[Na+],COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC1=[C]2(C)->[Ni]3(<-[CH]4=CCC[CH]->3=CCC4)<-[C](C)(=C(C)C2=O)C1=O,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,8.960000038146973
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=C([O-])[O-].[K+],O=C(NCc1ccccc1)C(=O)NCc1ccccc1,[Cu][I],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,O=C([O-])[O-].[Cs+],O=C(O)C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)->[Ni](<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,1.7376378774642944
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC(=O)[O][Pd][O]C(C)=O,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[N-][Si](C)(C)C.[Li+],CNCCNC,O.O=C([O][Cu][O]C(=O)C(F)(F)F)C(F)(F)F,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,4.989999771118164
