reactant-1,reactant-2,reagent-1,catalyst-1,catalyst-2,solvent-1,solvent-2,solvent-3,solvent-4,solvent-5,solvent-6,solvent-7,solvent-8,solvent-9,solvent-10,product,temperature_c,reaction_time_s,yield_percent
FC(F)(F)c1ccc(I)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],CN(C)P(N(C)C)N(C)C,CC1=CC(C)=[O]->[Cu]2([O]1)[O]C(C)=CC(C)=[O]->2,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Ic1cccnc1,c1ccc(C2CCNCC2)cc1,O=C([O-])[O-].[Cs+],COc1cc(C(c2ccccc2)c2ccccc2)c(N2C=CN(c3c(C(c4ccccc4)c4ccccc4)cc(OC)cc3C(c3ccccc3)c3ccccc3)C2)c(C(c2ccccc2)c2ccccc2)c1,CC(=O)[O][Pd][O]C(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Na+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC1=CC(C)=[O]->[Pd]2([O]1)[O]C(C)=CC(C)=[O]->2,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=C([O-])[O-].[Cs+],CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC(=O)[O][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[O-].[Na+],O=C(N[C@H]1CCCC[C@@H]1NC(=O)c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12)c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12,,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,O=P([O-])([O-])[O-].[K+],CCC(CC)c1cccc(C(CC)CC)c1-n1cc[n+](-c2c(C(CC)CC)cccc2C(CC)CC)c1.[Cl-],C[O]1CC[O](C)->[Ni]<-1([Br])[Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
Ic1cccnc1,c1ccc(C2CCNCC2)cc1,O=C([O-])[O-].[Cs+],O=S(=O)([O-])CCCC[N+]12CN3CN(CP(C3)C1)C2,[Cu][I],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,O=C([O-])[O-].[K+],O=C(O)[C@@H]1C[C@@H](O)CN1,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C[Si](C)(C)[O-].[Na+],O=C(O)C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC#[N]->[Cu+](<-[N]#CC)(<-[N]#CC)<-[N]#CC.O=S(=O)([O-])C(F)(F)F,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
Ic1cccnc1,c1ccc(C2CCNCC2)cc1,C[Si](C)(C)[O-].[Na+],O=S(=O)([O-])CCCC[N+]12CN3CN(CP(C3)C1)C2,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,O=P([O-])([O-])[O-].[K+],c1ccc(CP(Cc2ccccc2)Cc2ccccc2)cc1,O=C1[CH](=Cc2ccccc2)->[Pd]2<-[CH](=Cc3ccccc3)C(=O)[CH](=Cc3ccccc3)->[Pd](<-[CH]1=Cc1ccccc1)<-[CH](=Cc1ccccc1)C(=O)[CH]->2=Cc1ccccc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,O=P([O-])([O-])[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[Na+],O=C(NCc1ccco1)C(=O)NCc1ccco1,,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,6.247564792633057
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=C([O-])[O-].[K+],CNCC(=O)O,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,0.6299999952316284
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[Li+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(C)(C)C1=CC(=[O]->[Ni]2([O]1)[O]C(=CC(=[O]->2)C(C)(C)C)C(C)(C)C)C(C)(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,7.984883785247803
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Na+],c1ccc(P(C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)c(N2CCCCC2)c1,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],FC(F)(F)c1ccnc(-c2cc(C(F)(F)F)ccn2)c1,CC(=O)[O][Cu],COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[N-][Si](C)(C)C.[Na+],Cc1cc(C)c(-n2cc[n+](-c3c(C)cc(C)cc3C)c2)c(C)c1.[Cl-],O=S1C(c2ccccc2)=[C]2(c3ccccc3)->[Ni]3(<-[CH]4=CCC[CH]->3=CCC4)<-[C]1(c1ccccc1)=C2c1ccccc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,10.470000267028809
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[K+],c1ccc(P(c2ccccc2)[c]23->[Fe+2]456789%10(<-[cH]([cH]->4[cH-]->52)[cH]->63)<-[cH]2[cH]->7[cH-]->8[c]->9(P(C3C4CC5CC(C4)CC3C5)C3C4CC5CC(C4)CC3C5)[cH]->%102)cc1,CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)->[Ni](<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,5.170000076293945
FC(F)(F)c1ccc(I)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],COc1cccc(OC)c1NC(=O)C(=O)O,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[CH]2[Cu][Cl])c(C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,4.050000190734863
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C1CCC2=NCCCN2CC1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,C[CH](=Cc1ccccc1)->[Pd]1<-[Cl][Pd](<-[Cl]1)<-[CH](C)=Cc1ccccc1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[K+],CN(C)c1ccccc1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,C[O]1CC[O](C)->[Ni]<-1([Cl])[Cl],COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,3.2899999618530273
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C1CCC2=NCCCN2CC1,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,O=C([O-])[O-].[Cs+],CC(C)(C)P(c1ccccc1)c1ccccc1,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Na+],CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1.[Cl-],CC(=O)[O][Cu],COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[K+],COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,17.62566566467285
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[K+],Cc1ccc(-c2ccc(C)cn2)nc1,C[O]1CC[O](C)->[Ni]<-1([Cl])[Cl],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,24.36680030822754
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],c1ccc(P(c2ccccc2)[c]23->[Fe+2]456789%10(<-[cH]([cH]->4[cH-]->52)[cH]->63)<-[cH]2[cH]->7[cH-]->8[c]->9(P(C3C4CC5CC(C4)CC3C5)C3C4CC5CC(C4)CC3C5)[cH]->%102)cc1,O=S1C(c2ccccc2)=[C]2(c3ccccc3)->[Ni]3(<-[CH]4=CCC[CH]->3=CCC4)<-[C]1(c1ccccc1)=C2c1ccccc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,CCCCP(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,[Cu][Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=C([O-])[O-].[K+],COc1cc(OC)c(NC(=O)C(=O)Nc2c(OC)cc(OC)cc2OC)c(OC)c1,[Cl][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Ic1cccnc1,c1ccc(C2CCNCC2)cc1,O=C([O-])[O-].[Cs+],CC(C)(C)C(=O)CC(=O)C(C)(C)C,CC1=CC(C)=[O]->[Pd]2([O]1)[O]C(C)=CC(C)=[O]->2,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,1.0001299381256104
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[Li+],O=C(O)C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC1=CC(C)=[O]->[Ni]2([O]1)[O]C(C)=CC(C)=[O]->2,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,5.93685245513916
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC1=[C]2(C)->[Ni]3(<-[CH]4=CCC[CH]->3=CCC4)<-[C](C)(=C(C)C2=O)C1=O,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,C1=[CH]2->[Ni]3(<-[CH](=CCC2)CC1)<-[CH]1=CCC[CH]->3=CCC1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Li+],Cc1ccc(N2CN(c3ccc(C)cc3)CP(c3ccccc3)C2)cc1,CC1=[C]2(C)->[Ni]3(<-[CH]4=CCC[CH]->3=CCC4)<-[C](C)(=C(C)C2=O)C1=O,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(=O)[O-].[Cs+],,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Ic1cccnc1,c1ccc(C2CCNCC2)cc1,C[Si](C)(C)[O-].[Na+],c1ccc(-c2ccc3ccc4ccc(-c5ccccc5)nc4c3n2)cc1,CC(=O)[O][Pd][O]C(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,O=P([O-])([O-])[O-].[K+],CC(C)(C)P(c1ccccc1)c1ccccc1,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[CH]2[Cu][Cl])c(C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Na+],Cc1cccc(C)c1NC(=O)C(=O)O,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=C([O-])[O-].[Cs+],COc1ccnc2c1ccc1c(OC)ccnc12,CC(=O)[O][Pd][O]C(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],COc1c(C(C)(C)C)cc(N2C=[N+](c3cc(C(C)(C)C)c(OC)c(C(C)(C)C)c3)[C@@H](c3ccccc3)[C@@H]2c2ccccc2)cc1C(C)(C)C.F[B-](F)(F)F,[Cu][Br],COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,1.75
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[K+],c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CC(=O)[O][Cu][O]C(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,15.924145698547363
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],COc1ccnc(-c2cc(OC)ccn2)c1,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[CH]1[Cu][Cl],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,4.769999980926514
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,O=S1C(c2ccccc2)=[C]2(c3ccccc3)->[Ni]3(<-[CH]4=CCC[CH]->3=CCC4)<-[C]1(c1ccccc1)=C2c1ccccc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(=O)[O-].[Cs+],Clc1ccnc2c1ccc1c(Cl)ccnc12,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[Na+],FC(F)(F)c1ccnc(-c2cc(C(F)(F)F)ccn2)c1,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,12.118456840515137
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],COc1cc(OC)c(NC(=O)C(=O)Nc2c(OC)cc(OC)cc2OC)c(OC)c1,[Cu][I],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,[Cl][Pd]([Cl])(<-[N]#Cc1ccccc1)<-[N]#Cc1ccccc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,4.25
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C[Si](C)(C)[O-].[Na+],CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,[I][Ni][I],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[O-].[Na+],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,[Cl][Pd]([Cl])(<-[P](c1ccccc1)(c1ccccc1)c1ccccc1)<-[P](c1ccccc1)(c1ccccc1)c1ccccc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Ic1cccnc1,c1ccc(C2CCNCC2)cc1,O=P([O-])([O-])[O-].[K+],F[B-](F)(F)F.c1c[n+](C2CCCCC2)cn1C1CCCCC1,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,c1ccc(P(c2ccccc2)c2ccccc2Oc2ccccc2P(c2ccccc2)c2ccccc2)cc1,[Cl][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,O=C([O-])[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,[Cl][Cu],CS(C)=O.Cc1cccc(C)c1,Cc1cccc(C)c1,CS(C)=O,Cc1cccc(C)c1,CS(C)=O,Cc1cccc(C)c1,CS(C)=O,Cc1cccc(C)c1,CS(C)=O,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=P([O-])([O-])[O-].[K+],CN(C)CC(=O)O,[Cu][I],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C1CCC2=NCCCN2CC1,COc1cccc(OC)c1NC(=O)C(=O)O,CC#[N]->[Cu+](<-[N]#CC)(<-[N]#CC)<-[N]#CC.O=S(=O)([O-])C(F)(F)F,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CN1CCCN2CCCN=C12,O=C(N[C@H]1CCCC[C@@H]1NC(=O)c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12)c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12,[I][Ni][I],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Li+],CC(C)(C)P(C(C)(C)C)[c]12->[Fe+2]3456789(<-[cH]([cH]->3[cH-]->41)[cH]->52)<-[c]1(-c2ccccc2)[c]->6(-c2ccccc2)[c]->7(-c2ccccc2)[c-]->8(-c2ccccc2)[c]->91-c1ccccc1,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Ic1cccnc1,c1ccc(C2CCNCC2)cc1,C[Si](C)(C)[O-].[Na+],FC(F)(F)c1ccnc(-c2cc(C(F)(F)F)ccn2)c1,CC(=O)[O][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
Ic1cccnc1,c1ccc(C2CCNCC2)cc1,O=P([O-])([O-])[O-].[K+],c1cnc2c(c1)ccc1cccnc12,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],O=C(NCc1ccccc1)C(=O)NCc1ccccc1,[Cu][I],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C[Si](C)(C)[O-].[Na+],CN(C)c1ccccc1P(C(C)(C)C)C(C)(C)C,CC1=C(C)N(c2c(C(C)C)cccc2C(C)C)[CH]([Ni]2<-[CH2]=CCCC=[CH2]->2)N1c1c(C(C)C)cccc1C(C)C,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,7.572412014007568
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Na+],O=C(N[C@H]1CCCC[C@@H]1NC(=O)c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12)c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12,CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)->[Ni](<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
