reactant-1,reactant-2,reagent-1,reagent-2,catalyst-1,catalyst-2,solvent-1,solvent-2,solvent-3,product,temperature_c,reaction_time_s,reflux_value,conditions_are_dynamic_value,yield_percent
CC(=O)c1ccc(Br)s1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)C(=O)[O-].[K+],,c1ccc(P(c2ccccc2)c2ccccc2)cc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)c1ccc(-c2cnc(-c3ccccc3)n2-c2ccc([N+](=O)[O-])cc2)s1,120.0,86400.0,0.0,0.0,57.119998931884766
CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CC(C)(C)C(=O)[O-].[K+],,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC,120.0,86400.0,0.0,0.0,0.4399999976158142
CC(=O)c1ccc(Br)s1,FC(F)n1ccnc1-c1ccccc1,CC(C)(C)C(=O)[O-].[K+],,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)c1ccc(-c2cnc(-c3ccccc3)n2C(F)F)s1,120.0,86400.0,0.0,0.0,2.8299999237060547
FC(F)(F)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,CC(C)(C)C(=O)[O-].[K+],,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(C(F)(F)F)c1,120.0,86400.0,0.0,0.0,7.46999979019165
CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,CC(C)(C)C(=O)[O-].[K+],,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,120.0,86400.0,0.0,0.0,8.399999618530273
Fc1ccccc1Br,Cn1ccnc1,CC(C)(C)C(=O)[O-].[K+],,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cncc1-c1ccccc1F,120.0,86400.0,0.0,0.0,40.599998474121094
CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(C)(C)C(=O)[O-].[K+],,CCCCP(CCCC)CCCC,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)c1ccc(-c2cncn2C(C)C)s1,120.0,86400.0,0.0,0.0,2.6600000858306885
Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)C(=O)[O-].[K+],,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1,120.0,86400.0,0.0,0.0,50.290000915527344
Brc1ccccc1-c1ccccc1,Cn1cnc(C#N)c1,CC(C)(C)C(=O)[O-].[K+],,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cnc(C#N)c1-c1ccccc1-c1ccccc1,120.0,86400.0,0.0,0.0,25.610000610351562
Brc1ccc2occc2c1,CC(C)c1nccn1C,CC(C)(C)C(=O)[O-].[K+],,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(C)c1ncc(-c2ccc3occc3c2)n1C,120.0,86400.0,0.0,0.0,8.600000381469727
Fc1ccccc1Br,Cn1ccnc1,CC(C)(C)C(=O)[O-].[K+],,c1ccc(P(c2ccccc2)c2ccccc2)cc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cncc1-c1ccccc1F,120.0,86400.0,0.0,0.0,38.91999816894531
Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,CC(C)(C)C(=O)[O-].[K+],,CCCCC1(P(C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1,120.0,86400.0,0.0,0.0,1.309999942779541
FC(F)(F)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)(C)C(=O)[O-].[K+],,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(C)c1ncc(-c2cncc(C(F)(F)F)c2)n1C,120.0,86400.0,0.0,0.0,16.399999618530273
CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1cnc(C#N)c1,CC(C)(C)C(=O)[O-].[K+],,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cnc(C#N)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,120.0,86400.0,0.0,0.0,68.62000274658203
CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CC(C)(C)C(=O)[O-].[K+],,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,120.0,86400.0,0.0,0.0,6.150000095367432
CC(=O)c1ccc(Br)s1,N#Cc1ccc(-n2ccnc2)cc1,CC(C)(C)C(=O)[O-].[K+],,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)c1ccc(-c2cncn2-c2ccc(C#N)cc2)s1,120.0,86400.0,0.0,0.0,40.81999969482422
FC(F)(F)c1cncc(Br)c1,Cc1cn(Cc2ccccc2)c(C)n1,CC(C)(C)C(=O)[O-].[K+],,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cc1nc(C)n(Cc2ccccc2)c1-c1cncc(C(F)(F)F)c1,120.0,86400.0,0.0,0.0,1.4500000476837158
CC(=O)c1ccc(Br)s1,CC(C)c1nccn1C,CC(C)(C)C(=O)[O-].[K+],,CP(c1ccccc1)c1ccccc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)c1ccc(-c2cnc(C(C)C)n2C)s1,120.0,86400.0,0.0,0.0,93.56999969482422
CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(C)(C)C(=O)[O-].[K+],,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1,120.0,86400.0,0.0,0.0,6.650000095367432
CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)n1ccnc1,CC(C)(C)C(=O)[O-].[K+],,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(C)n1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,120.0,86400.0,0.0,0.0,0.6200000047683716
CCOC(=O)c1cc(Br)cn1CC,CC(C)c1nccn1C,CC(C)(C)C(=O)[O-].[K+],,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CCOC(=O)c1cc(-c2cnc(C(C)C)n2C)cn1CC,120.0,86400.0,0.0,0.0,7.920000076293945
Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,CC(C)(C)C(=O)[O-].[K+],,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1,120.0,86400.0,0.0,0.0,36.779998779296875
Brc1ccc2occc2c1,Cn1cnc(C#N)c1,CC(C)(C)C(=O)[O-].[K+],,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cnc(C#N)c1-c1ccc2occc2c1,120.0,86400.0,0.0,0.0,47.79999923706055
Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,CC(C)(C)C(=O)[O-].[K+],,c1coc(P(c2ccco2)c2ccco2)c1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1,120.0,86400.0,0.0,0.0,7.03000020980835
CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,CC(C)(C)C(=O)[O-].[K+],,CCCCC1(P(C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(C)(C)NS(=O)(=O)c1cncc(-c2cnc(-c3ccccc3)n2C(F)F)c1,120.0,86400.0,0.0,0.0,1.7999999523162842
Brc1ccccc1-c1ccccc1,CC(C)c1nccn1C,CC(C)(C)C(=O)[O-].[K+],,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(C)c1ncc(-c2ccccc2-c2ccccc2)n1C,120.0,86400.0,0.0,0.0,4.260000228881836
Brc1ccc2c(ccn2Cc2ccccc2)c1,Cc1cn(Cc2ccccc2)c(C)n1,CC(C)(C)C(=O)[O-].[K+],,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cc1nc(C)n(Cc2ccccc2)c1-c1ccc2c(ccn2Cc2ccccc2)c1,120.0,86400.0,0.0,0.0,16.43000030517578
CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(C)(C)C(=O)[O-].[K+],,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1,120.0,86400.0,0.0,0.0,11.529999732971191
CC(=O)c1ccc(Br)s1,Cc1cn(Cc2ccccc2)c(C)n1,CC(C)(C)C(=O)[O-].[K+],,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)c1ccc(-c2c(C)nc(C)n2Cc2ccccc2)s1,120.0,86400.0,0.0,0.0,17.84000015258789
Brc1ccc2occc2c1,CC(C)n1ccnc1,CC(C)(C)C(=O)[O-].[K+],,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(C)n1cncc1-c1ccc2occc2c1,120.0,86400.0,0.0,0.0,6.389999866485596
Brc1ccc2occc2c1,CC(C)n1ccnc1,CC(C)(C)C(=O)[O-].[K+],,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(C)n1cncc1-c1ccc2occc2c1,120.0,86400.0,0.0,0.0,16.760000228881836
Brc1ccc2occc2c1,FC(F)n1ccnc1-c1ccccc1,CC(C)(C)C(=O)[O-].[K+],,c1coc(P(c2ccco2)c2ccco2)c1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,FC(F)n1c(-c2ccc3occc3c2)cnc1-c1ccccc1,120.0,86400.0,0.0,0.0,43.970001220703125
CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CC(C)(C)C(=O)[O-].[K+],,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CCOC(=O)c1cc(-c2cncn2C)cn1CC,120.0,86400.0,0.0,0.0,90.2699966430664
CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(C)(C)C(=O)[O-].[K+],,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1,120.0,86400.0,0.0,0.0,55.790000915527344
Fc1ccccc1Br,Cn1cnc(C#N)c1,CC(C)(C)C(=O)[O-].[K+],,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cnc(C#N)c1-c1ccccc1F,120.0,86400.0,0.0,0.0,37.36000061035156
CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,N#Cc1ccc(-n2ccnc2)cc1,CC(C)(C)C(=O)[O-].[K+],,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(C)(C)NS(=O)(=O)c1cncc(-c2cncn2-c2ccc(C#N)cc2)c1,120.0,86400.0,0.0,0.0,34.56999969482422
CCOC(=O)c1cc(Br)cn1CC,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)C(=O)[O-].[K+],,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2-c2ccc([N+](=O)[O-])cc2)cn1CC,120.0,86400.0,0.0,0.0,4.630000114440918
Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,CC(C)(C)C(=O)[O-].[K+],,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,120.0,86400.0,0.0,0.0,1.7200000286102295
Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,CC(C)(C)C(=O)[O-].[K+],,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1,120.0,86400.0,0.0,0.0,2.549999952316284
FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)C(=O)[O-].[K+],,CP(c1ccccc1)c1ccccc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1,120.0,86400.0,0.0,0.0,7.71999979019165
Brc1ccccc1-c1ccccc1,Cc1cn(Cc2ccccc2)c(C)n1,CC(C)(C)C(=O)[O-].[K+],,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cc1nc(C)n(Cc2ccccc2)c1-c1ccccc1-c1ccccc1,120.0,86400.0,0.0,0.0,0.0
Fc1ccccc1Br,Cn1cnc(C#N)c1,CC(C)(C)C(=O)[O-].[K+],,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cnc(C#N)c1-c1ccccc1F,120.0,86400.0,0.0,0.0,0.0
CC(=O)c1ccc(Br)s1,FC(F)n1ccnc1-c1ccccc1,CC(C)(C)C(=O)[O-].[K+],,CCCCP(CCCC)CCCC,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)c1ccc(-c2cnc(-c3ccccc3)n2C(F)F)s1,120.0,86400.0,0.0,0.0,9.0600004196167
Brc1ccc2c(ccn2Cc2ccccc2)c1,Cn1cnc(C#N)c1,CC(C)(C)C(=O)[O-].[K+],,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cnc(C#N)c1-c1ccc2c(ccn2Cc2ccccc2)c1,120.0,86400.0,0.0,0.0,37.560001373291016
Brc1ccccc1-c1ccccc1,FC(F)n1ccnc1-c1ccccc1,CC(C)(C)C(=O)[O-].[K+],,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,FC(F)n1c(-c2ccccc2-c2ccccc2)cnc1-c1ccccc1,120.0,86400.0,0.0,0.0,7.019999980926514
Brc1ccc2c(ccn2Cc2ccccc2)c1,Cn1cnc(C#N)c1,CC(C)(C)C(=O)[O-].[K+],,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cnc(C#N)c1-c1ccc2c(ccn2Cc2ccccc2)c1,120.0,86400.0,0.0,0.0,16.329999923706055
CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1cnc(C#N)c1,CC(C)(C)C(=O)[O-].[K+],,CC(C)(C)P(c1ccccc1)C(C)(C)C,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cnc(C#N)c1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,120.0,86400.0,0.0,0.0,70.4800033569336
CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CC(C)(C)C(=O)[O-].[K+],,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,120.0,86400.0,0.0,0.0,0.0
Brc1ccc2occc2c1,FC(F)n1ccnc1-c1ccccc1,CC(C)(C)C(=O)[O-].[K+],,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,FC(F)n1c(-c2ccc3occc3c2)cnc1-c1ccccc1,120.0,86400.0,0.0,0.0,79.56999969482422
Fc1ccccc1Br,Cn1ccnc1,CC(C)(C)C(=O)[O-].[K+],,CCCCP(CCCC)CCCC,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cncc1-c1ccccc1F,120.0,86400.0,0.0,0.0,17.790000915527344
CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CC(C)(C)C(=O)[O-].[K+],,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,120.0,86400.0,0.0,0.0,10.350000381469727
Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)C(=O)[O-].[K+],,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1,120.0,86400.0,0.0,0.0,80.76000213623047
CC(=O)c1ccc(Br)s1,N#Cc1ccc(-n2ccnc2)cc1,CC(C)(C)C(=O)[O-].[K+],,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)c1ccc(-c2cncn2-c2ccc(C#N)cc2)s1,120.0,86400.0,0.0,0.0,2.009999990463257
FC(F)(F)c1cncc(Br)c1,Cn1ccnc1,CC(C)(C)C(=O)[O-].[K+],,CCCCP(CCCC)CCCC,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cncc1-c1cncc(C(F)(F)F)c1,120.0,86400.0,0.0,0.0,13.050000190734863
Brc1ccc2occc2c1,Cc1cn(Cc2ccccc2)c(C)n1,CC(C)(C)C(=O)[O-].[K+],,c1ccc(P(c2ccccc2)c2ccccc2)cc1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cc1nc(C)n(Cc2ccccc2)c1-c1ccc2occc2c1,120.0,86400.0,0.0,0.0,4.53000020980835
Brc1ccccc1-c1ccccc1,CC(C)c1nccn1C,CC(C)(C)C(=O)[O-].[K+],,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CC(C)c1ncc(-c2ccccc2-c2ccccc2)n1C,120.0,86400.0,0.0,0.0,2.2200000286102295
FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,CC(C)(C)C(=O)[O-].[K+],,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,120.0,86400.0,0.0,0.0,15.260000228881836
Brc1ccc2occc2c1,Cn1ccnc1,CC(C)(C)C(=O)[O-].[K+],,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,Cn1cncc1-c1ccc2occc2c1,120.0,86400.0,0.0,0.0,33.52000045776367
CCOC(=O)c1cc(Br)cn1CC,CC(C)c1nccn1C,CC(C)(C)C(=O)[O-].[K+],,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(=O)N(C)C,CC(=O)N(C)C,CC(=O)N(C)C,CCOC(=O)c1cc(-c2cnc(C(C)C)n2C)cn1CC,120.0,86400.0,0.0,0.0,10.670000076293945
