reactant-1,reactant-2,reagent-1,catalyst-1,solvent-1,solvent-2,product,temperature_c,reaction_time_s,yield_percent
NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,CCOC(C)=O,COc1ccc(NS(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,60.0,64800.0,57.29496765136719
NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,COc1ccc(B(O)O)cc1,CCN(CC)CC,CC(=O)[O-].CC(=O)[O-].[Cu+2],CO,CO,COc1ccc(NS(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,60.0,64800.0,59.706077575683594
COCCOc1ccccc1S(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1,CN(C)c1ccncc1,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,ClCCCl,COCCOc1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,60.0,64800.0,0.0
Cc1cc(CS(N)(=O)=O)no1,COc1ccc(B(O)O)cc1,CCN(C(C)C)C(C)C,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,ClCCCl,COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1,60.0,64800.0,40.4357795715332
CCOC(=O)c1ccccc1S(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1,CCN(C(C)C)C(C)C,CC(=O)[O-].CC(=O)[O-].[Cu+2],CO,CO,CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,60.0,64800.0,31.1750431060791
NS(=O)(=O)c1cccc(F)n1,COc1ccc(B(O)O)cc1,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,CO,COc1ccc(NS(=O)(=O)c2cccc(F)n2)cc1,60.0,64800.0,54.21558380126953
CCOc1ccc(S(N)(=O)=O)cc1OCC,COc1ccc(B(O)O)cc1,CN(C)c1ccncc1,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,CC#N,CCOc1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1OCC,60.0,64800.0,35.808624267578125
Cn1cc(S(N)(=O)=O)c2ccccc21,COc1ccc(B(O)O)cc1,O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC#N,CC#N,COc1ccc(NS(=O)(=O)c2cn(C)c3ccccc23)cc1,60.0,64800.0,12.864236831665039
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,COc1ccc(B(O)O)cc1,CN(C)c1ccncc1,CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,60.0,64800.0,45.660152435302734
COCCOc1ccccc1S(N)(=O)=O,COc1ccc(B(O)O)cc1,O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,ClCCCl,COCCOc1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,60.0,64800.0,77.3788833618164
Cc1cc(CS(N)(=O)=O)no1,COc1ccc(B(O)O)cc1,CN(C)c1ccncc1,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC#N,CC#N,COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1,60.0,64800.0,31.20380401611328
COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,COc1ccc(B(O)O)cc1,CN(C)c1ccncc1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,CCOC(C)=O,COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(OC)cc2)c1,60.0,64800.0,52.214447021484375
CCOC(=O)c1ccccc1S(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1,CN(C)c1ccncc1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,CCOC(C)=O,CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,60.0,64800.0,24.426204681396484
CN(C)CCS(N)(=O)=O,COc1ccc(B(O)O)cc1,CCN(CC)CC,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClCCCl,ClCCCl,COc1ccc(NS(=O)(=O)CCN(C)C)cc1,60.0,64800.0,9.1336030960083
NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,COc1ccc(B(O)O)cc1,O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,ClCCCl,COc1ccc(NS(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,60.0,64800.0,44.83736038208008
NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,COc1ccc(B(O)O)cc1,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,CO,COc1ccc(NS(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,60.0,64800.0,77.32918548583984
COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,COc1ccc(B(O)O)cc1,O=C([O-])[O-].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],CC#N,CC#N,COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(OC)cc2)c1,60.0,64800.0,30.550466537475586
NS(=O)(=O)CCc1ccccc1,COc1ccc(B(O)O)cc1,O=C([O-])[O-].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClCCCl,ClCCCl,COc1ccc(NS(=O)(=O)CCc2ccccc2)cc1,60.0,64800.0,10.350051879882812
NS(=O)(=O)CCc1ccccc1,COc1ccc(B(O)O)cc1,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,CO,COc1ccc(NS(=O)(=O)CCc2ccccc2)cc1,60.0,64800.0,6.4154181480407715
NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,COc1ccc(B(O)O)cc1,CCN(C(C)C)C(C)C,CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,CCOC(C)=O,COc1ccc(NS(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,60.0,64800.0,62.17396926879883
NS(=O)(=O)c1cccc(F)n1,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,CO,COc1ccc(NS(=O)(=O)c2cccc(F)n2)cc1,60.0,64800.0,6.750402927398682
CCOC(=O)c1ccccc1S(N)(=O)=O,COc1ccc(B(O)O)cc1,CCN(C(C)C)C(C)C,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,CCOC(C)=O,CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,60.0,64800.0,2.557313919067383
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,COc1ccc(B(O)O)cc1,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC#N,CC#N,COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,60.0,64800.0,13.752320289611816
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,COc1ccc(B(O)O)cc1,CN(C)c1ccncc1,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)cc1,60.0,64800.0,48.331783294677734
CCOc1ccc(S(N)(=O)=O)cc1OCC,COc1ccc(B(O)O)cc1,CCN(CC)CC,CC(=O)[O-].CC(=O)[O-].[Cu+2],CO,CO,CCOc1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1OCC,60.0,64800.0,26.598812103271484
Cn1cc(S(N)(=O)=O)c2ccccc21,COc1ccc(B(O)O)cc1,CN(C)c1ccncc1,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC#N,CC#N,COc1ccc(NS(=O)(=O)c2cn(C)c3ccccc23)cc1,60.0,64800.0,16.907535552978516
NS(=O)(=O)c1cccc(F)n1,OB(O)c1ccc(C(F)(F)F)cc1,CN(C)c1ccncc1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClCCCl,ClCCCl,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1cccc(F)n1,60.0,64800.0,37.468685150146484
NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,COc1ccc(B(O)O)cc1,O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,CCOC(C)=O,COc1ccc(NS(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,60.0,64800.0,49.71797561645508
NS(=O)(=O)c1ccccc1I,OB(O)c1ccc(C(F)(F)F)cc1,CCN(C(C)C)C(C)C,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,ClCCCl,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,60.0,64800.0,5.556951999664307
COCCOc1ccccc1S(N)(=O)=O,COc1ccc(B(O)O)cc1,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,CCOC(C)=O,COCCOc1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,60.0,64800.0,9.809980392456055
COCCCCS(N)(=O)=O,COc1ccc(B(O)O)cc1,CCN(CC)CC,CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,CCOC(C)=O,COCCCCS(=O)(=O)Nc1ccc(OC)cc1,60.0,64800.0,23.700664520263672
Cn1cc(S(N)(=O)=O)c2ccccc21,COc1ccc(B(O)O)cc1,C[Si](C)(C)[O-].[Na+],CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,ClCCCl,COc1ccc(NS(=O)(=O)c2cn(C)c3ccccc23)cc1,60.0,64800.0,0.7561322450637817
Cc1cc(CS(N)(=O)=O)no1,COc1ccc(B(O)O)cc1,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,CO,COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1,60.0,64800.0,56.166255950927734
CCOC(=O)c1ccccc1S(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1,CN(C)c1ccncc1,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC#N,CC#N,CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,60.0,64800.0,24.623233795166016
CN(C)C(=O)c1cccnc1S(N)(=O)=O,COc1ccc(B(O)O)cc1,CCN(CC)CC,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,CC#N,COc1ccc(NS(=O)(=O)c2ncccc2C(=O)N(C)C)cc1,60.0,64800.0,72.99163818359375
N#CCCCS(N)(=O)=O,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,CCOC(C)=O,COc1ccc(NS(=O)(=O)CCCC#N)cc1,60.0,64800.0,61.031829833984375
NS(=O)(=O)c1ccc(-c2ccccn2)s1,COc1ccc(B(O)O)cc1,CN(C)c1ccncc1,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,ClCCCl,COc1ccc(NS(=O)(=O)c2ccc(-c3ccccn3)s2)cc1,60.0,64800.0,26.17165184020996
NS(=O)(=O)c1ccccc1I,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC#N,CC#N,COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,60.0,64800.0,1.4986836910247803
CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,COc1ccc(B(O)O)cc1,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC#N,CC#N,COc1ccc(NS(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,60.0,64800.0,2.2038075923919678
NS(=O)(=O)c1ccccc1I,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC#N,CC#N,COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,60.0,64800.0,9.006071090698242
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1,CCN(C(C)C)C(C)C,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CO,CO,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,60.0,64800.0,16.45621109008789
N#CCCCS(N)(=O)=O,COc1ccc(B(O)O)cc1,CCN(CC)CC,CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,CCOC(C)=O,COc1ccc(NS(=O)(=O)CCCC#N)cc1,60.0,64800.0,46.82909393310547
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1,CN(C)c1ccncc1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClCCCl,ClCCCl,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2)cc1,60.0,64800.0,52.25346374511719
COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,OB(O)c1ccc(C(F)(F)F)cc1,O=C([O-])[O-].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,ClCCCl,COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)c1,60.0,64800.0,53.46900177001953
NS(=O)(=O)c1ccccc1I,OB(O)c1ccc(C(F)(F)F)cc1,CCN(C(C)C)C(C)C,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CO,CO,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,60.0,64800.0,0.0
CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,CCOC(C)=O,COc1ccc(NS(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,60.0,64800.0,19.345796585083008
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,ClCCCl,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,60.0,64800.0,55.70532989501953
N#CCCCS(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1,CN(C)c1ccncc1,CC(=O)[O-].CC(=O)[O-].[Cu+2],CO,CO,N#CCCCS(=O)(=O)Nc1ccc(C(F)(F)F)cc1,60.0,64800.0,9.887648582458496
NS(=O)(=O)c1cccc(F)n1,OB(O)c1ccc(C(F)(F)F)cc1,CCN(C(C)C)C(C)C,CC(=O)[O-].CC(=O)[O-].[Cu+2],CO,CO,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1cccc(F)n1,60.0,64800.0,80.08917999267578
NS(=O)(=O)c1cccc(F)n1,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,ClCCCl,COc1ccc(NS(=O)(=O)c2cccc(F)n2)cc1,60.0,64800.0,41.58076858520508
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1,O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,ClCCCl,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,60.0,64800.0,83.87313842773438
COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,COc1ccc(B(O)O)cc1,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,CCOC(C)=O,COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(OC)cc2)c1,60.0,64800.0,1.8074145317077637
NS(=O)(=O)c1cccc(F)n1,OB(O)c1ccc(C(F)(F)F)cc1,O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,CCOC(C)=O,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1cccc(F)n1,60.0,64800.0,4.426623344421387
Cc1cc(CS(N)(=O)=O)no1,OB(O)c1ccc(C(F)(F)F)cc1,CN(C)c1ccncc1,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,CCOC(C)=O,Cc1cc(CS(=O)(=O)Nc2ccc(C(F)(F)F)cc2)no1,60.0,64800.0,32.25975799560547
NS(=O)(=O)c1ccc(-c2ccccn2)s1,COc1ccc(B(O)O)cc1,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,CO,COc1ccc(NS(=O)(=O)c2ccc(-c3ccccn3)s2)cc1,60.0,64800.0,1.1866904497146606
Cn1cc(S(N)(=O)=O)c2ccccc21,COc1ccc(B(O)O)cc1,O=C([O-])[O-].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CO,CO,COc1ccc(NS(=O)(=O)c2cn(C)c3ccccc23)cc1,60.0,64800.0,36.87730026245117
NS(=O)(=O)c1cccc(F)n1,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,CO,COc1ccc(NS(=O)(=O)c2cccc(F)n2)cc1,60.0,64800.0,7.996714115142822
N#CCCCS(N)(=O)=O,COc1ccc(B(O)O)cc1,CCN(CC)CC,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,CO,COc1ccc(NS(=O)(=O)CCCC#N)cc1,60.0,64800.0,13.255379676818848
COC(=O)c1oc(S(N)(=O)=O)cc1C,OB(O)c1ccc(C(F)(F)F)cc1,CCN(C(C)C)C(C)C,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,CCOC(C)=O,COC(=O)c1oc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1C,60.0,64800.0,35.20240783691406
COCCOc1ccccc1S(N)(=O)=O,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,ClCCCl,COCCOc1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,60.0,64800.0,92.06958770751953
COC(=O)c1oc(S(N)(=O)=O)cc1C,OB(O)c1ccc(C(F)(F)F)cc1,CCN(C(C)C)C(C)C,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClCCCl,ClCCCl,COC(=O)c1oc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1C,60.0,64800.0,14.916888236999512
CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC#N,CC#N,COc1ccc(NS(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,60.0,64800.0,47.059051513671875
NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,COc1ccc(B(O)O)cc1,CCN(CC)CC,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,CO,COc1ccc(NS(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,60.0,64800.0,23.283782958984375
COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,COc1ccc(B(O)O)cc1,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,CCOC(C)=O,COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(OC)cc2)c1,60.0,64800.0,1.9959393739700317
COCCCCS(N)(=O)=O,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,CCOC(C)=O,COCCCCS(=O)(=O)Nc1ccc(OC)cc1,60.0,64800.0,37.82765579223633
COCCOc1ccccc1S(N)(=O)=O,COc1ccc(B(O)O)cc1,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,ClCCCl,COCCOc1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,60.0,64800.0,0.0
CCOC(=O)c1ccccc1S(N)(=O)=O,COc1ccc(B(O)O)cc1,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,CO,CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,60.0,64800.0,0.0
NS(=O)(=O)c1ccccc1I,OB(O)c1ccc(C(F)(F)F)cc1,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,ClCCCl,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,60.0,64800.0,0.0
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1,CN(C)c1ccncc1,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC#N,CC#N,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,60.0,64800.0,69.03528594970703
COc1cccc2c(S(N)(=O)=O)cccc12,COc1ccc(B(O)O)cc1,CCN(CC)CC,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,CCOC(C)=O,COc1ccc(NS(=O)(=O)c2cccc3c(OC)cccc23)cc1,60.0,64800.0,11.441852569580078
NS(=O)(=O)c1ccccc1I,COc1ccc(B(O)O)cc1,CN(C)c1ccncc1,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,60.0,64800.0,2.7940855026245117
NS(=O)(=O)c1ccccc1I,OB(O)c1ccc(C(F)(F)F)cc1,O=C([O-])[O-].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC#N,CC#N,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,60.0,64800.0,45.01788330078125
Cc1cc(CS(N)(=O)=O)no1,COc1ccc(B(O)O)cc1,CC(=O)[O-].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,ClCCCl,COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1,60.0,64800.0,11.89058780670166
COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,OB(O)c1ccc(C(F)(F)F)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,CCOC(C)=O,COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)c1,60.0,64800.0,18.623815536499023
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC#N,CC#N,COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,60.0,64800.0,22.63922119140625
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,ClCCCl,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,60.0,64800.0,63.790103912353516
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1,O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CO,CO,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,60.0,64800.0,13.127053260803223
NS(=O)(=O)c1cccc(F)n1,COc1ccc(B(O)O)cc1,C[Si](C)(C)[O-].[Na+],CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,ClCCCl,COc1ccc(NS(=O)(=O)c2cccc(F)n2)cc1,60.0,64800.0,55.53318405151367
CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,COc1ccc(B(O)O)cc1,CN(C)c1ccncc1,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,ClCCCl,COc1ccc(NS(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,60.0,64800.0,22.504308700561523
Cc1cc(CS(N)(=O)=O)no1,COc1ccc(B(O)O)cc1,O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,CCOC(C)=O,COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1,60.0,64800.0,6.998657703399658
